election,geography_id,geography_type,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,ד,ה,ו,ז,זה,זך,חץ,טב,יש,כ,כן,כץ,ל,מחל,מרצ,נץ,עם,פ,פז,פכ,פץ,ף,צה,ק,קז,קנ,קפ,רק,שס
K17,loc:1195,locality,loc:1195,1195,ניצנה (קהילת חינוך),1,1,341,153,151,2,כן,42,34,8,0.278146,34,0,0,0,1,0,0,10,0,7,2,2,42,0,10,10,10,0,0,3,0,0,0,0,0,0,0,5,0,12,3
K17,loc:1197,locality,loc:1197,1197,נאות סמדר,1,1,291,164,164,0,אמת,73,33,40,0.445122,73,0,0,0,0,0,0,11,0,5,0,0,33,0,6,6,8,0,0,3,0,0,0,0,0,0,0,8,0,9,2
K17,loc:1199,locality,loc:1199,1199,עדי,2,2,1006,793,788,5,כן,384,153,231,0.48731,153,7,0,0,1,0,0,66,0,19,1,1,384,0,36,49,26,0,0,7,0,0,0,0,0,0,0,13,0,18,7
K17,loc:1200,locality,loc:1200,1200,מודיעין-מכבים-רעות*,53,53,34829,25732,25562,170,כן,8267,5215,3052,0.32341,5215,110,1,1,13,6,24,2077,98,2282,48,107,8267,7,1328,2618,1366,14,1,334,6,5,8,4,4,8,8,256,0,607,739
K17,loc:1201,locality,loc:1201,1201,כמון,1,1,307,232,232,0,אמת,91,56,35,0.392241,91,0,0,0,0,0,0,8,0,0,0,0,56,0,4,4,39,0,0,2,0,0,0,0,0,0,0,5,0,21,2
K17,loc:1202,locality,loc:1202,1202,מכמנים,1,1,175,132,132,0,אמת,35,25,10,0.265152,35,0,0,0,0,0,0,20,1,3,0,0,23,0,1,2,25,0,0,3,0,1,1,0,0,0,0,8,0,9,0
K17,loc:1203,locality,loc:1203,1203,הררית,1,1,184,115,113,2,כן,36,32,4,0.318584,32,0,0,0,1,0,1,14,1,1,0,0,36,0,4,4,8,0,0,1,0,0,0,0,0,0,0,0,0,10,0
K17,loc:1204,locality,loc:1204,1204,גילון,1,1,578,435,431,4,כן,170,133,37,0.394432,133,0,0,0,0,0,0,26,1,9,2,0,170,0,23,7,40,0,0,6,0,0,0,0,0,0,0,3,0,11,0
K17,loc:1205,locality,loc:1205,1205,מנות,1,1,215,154,154,0,כן,45,32,13,0.292208,32,1,0,0,0,0,0,8,0,5,0,0,45,0,0,32,12,0,0,0,0,0,0,0,0,0,0,4,0,0,15
K17,loc:1206,locality,loc:1206,1206,גיתה,1,1,154,107,106,1,ל,39,29,10,0.367925,15,1,0,0,0,0,0,2,0,2,0,1,29,0,39,5,4,0,0,0,0,0,2,0,0,0,0,3,0,2,1
K17,loc:1207,locality,loc:1207,1207,לבון,1,1,114,103,103,0,כן,36,19,17,0.349515,19,0,0,0,0,0,0,12,0,1,0,0,36,0,7,2,10,0,0,2,0,0,0,0,0,0,0,1,0,0,13
K17,loc:1208,locality,loc:1208,1208,הילה,1,1,348,249,247,2,אמת,94,54,40,0.380567,94,3,0,0,0,0,0,19,2,3,1,1,54,0,2,4,36,0,0,4,0,0,0,0,0,0,1,7,0,15,1
K17,loc:1209,locality,loc:1209,1209,חרשים,1,1,117,89,89,0,אמת,34,25,9,0.382022,34,0,0,0,7,0,0,1,0,0,0,0,12,0,1,0,25,0,0,2,0,0,0,0,0,0,0,5,0,2,0
K17,loc:1210,locality,loc:1210,1210,כחל,1,1,230,152,151,1,כן,64,44,20,0.423841,44,0,0,0,0,0,0,8,0,2,0,0,64,0,6,4,11,0,0,5,0,0,1,0,0,0,0,1,0,3,2
K17,loc:1212,locality,loc:1212,1212,עמוקה,1,1,174,106,105,1,אמת,43,18,25,0.409524,43,0,0,0,0,0,0,10,0,4,0,0,18,0,1,6,18,0,0,1,0,0,0,0,0,0,0,2,0,2,0
K17,loc:1214,locality,loc:1214,1214,טפחות,1,1,165,119,118,1,טב,68,26,42,0.576271,2,1,0,0,0,0,0,2,0,68,0,3,2,0,4,26,0,0,0,1,0,0,0,0,0,0,0,1,0,1,7
K17,loc:1219,locality,loc:1219,1219,גורנות הגליל,1,1,157,94,94,0,כן,29,24,5,0.308511,24,0,0,0,0,0,0,0,0,1,0,0,29,0,13,9,1,0,0,0,0,0,0,0,0,0,0,1,0,2,14
K17,loc:122,locality,loc:122,122,רמת ישי,7,7,3874,2686,2657,29,כן,993,690,303,0.37373,690,7,3,0,3,1,0,196,6,97,2,33,993,0,85,202,106,0,0,25,0,1,4,0,0,1,2,57,0,79,64
K17,loc:1220,locality,loc:1220,1220,אבירים,1,1,116,86,86,0,אמת,28,18,10,0.325581,28,0,0,0,1,0,0,2,0,4,0,0,18,0,3,2,14,0,0,4,0,0,0,0,0,1,0,6,0,3,0
K17,loc:1221,locality,loc:1221,1221,צורית,1,1,466,358,358,0,כן,149,98,51,0.416201,98,0,1,0,0,0,0,21,0,6,4,0,149,0,14,20,27,0,0,4,0,0,0,0,0,0,0,5,0,8,1
K17,loc:1222,locality,loc:1222,1222,"מצפה אבי""ב",1,1,369,286,285,1,אמת,105,102,3,0.368421,105,0,0,0,3,0,0,8,0,4,0,0,102,0,7,3,20,0,0,12,0,0,0,0,0,1,0,6,0,13,1
K17,loc:1223,locality,loc:1223,1223,שדי אברהם,1,1,148,93,93,0,אמת,31,28,3,0.333333,31,0,0,0,0,0,0,10,0,3,0,1,28,0,7,0,6,0,0,0,0,0,0,0,0,0,0,5,0,2,0
K17,loc:1224,locality,loc:1224,1224,כוכב יאיר,10,10,7238,5463,5432,31,כן,1837,886,951,0.338181,886,6,0,4,4,0,2,362,20,498,9,23,1837,0,273,553,364,6,0,349,1,0,4,0,1,1,0,80,0,114,35
K17,loc:1226,locality,loc:1226,1226,יובלים,1,1,778,624,623,1,אמת,250,177,73,0.401284,250,1,0,0,4,0,0,24,2,8,0,0,177,0,16,15,75,0,0,10,0,0,0,0,0,1,0,8,0,31,1
K17,loc:1227,locality,loc:1227,1227,יתד,1,1,221,164,164,0,טב,47,39,8,0.286585,21,1,0,0,0,0,0,9,0,47,0,0,39,0,12,7,0,0,0,1,0,0,0,0,0,0,0,1,0,2,24
K17,loc:1228,locality,loc:1228,1228,רקפת,1,1,422,361,360,1,אמת,128,112,16,0.355556,128,0,0,1,0,0,0,25,0,4,1,0,112,0,8,8,42,0,0,3,0,0,1,0,0,1,0,5,0,20,1
K17,loc:1229,locality,loc:1229,1229,כלנית,1,1,140,109,108,1,טב,51,14,37,0.472222,0,13,0,0,0,0,0,0,0,51,0,6,4,0,9,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10
K17,loc:1230,locality,loc:1230,1230,לבנים,1,1,243,159,159,0,אמת,51,39,12,0.320755,51,0,0,0,0,0,0,10,0,6,0,2,39,0,16,9,4,0,0,4,0,1,0,0,0,0,0,2,0,5,10
K17,loc:1231,locality,loc:1231,1231,פרי גן,1,1,107,57,57,0,אמת,24,15,9,0.421053,24,1,0,0,0,0,0,2,0,0,0,0,15,0,4,3,4,0,0,0,0,0,0,0,0,0,0,1,0,1,2
K17,loc:1232,locality,loc:1232,1232,יבול,1,1,226,177,175,2,טב,76,35,41,0.434286,20,0,0,0,0,0,0,8,1,76,0,4,35,0,9,3,3,0,0,3,0,0,0,0,0,0,0,4,0,4,5
K17,loc:1233,locality,loc:1233,1233,שקף,1,1,245,184,183,1,כן,55,46,9,0.300546,27,0,0,0,0,0,0,11,0,46,0,10,55,0,4,14,3,0,0,2,0,0,0,0,0,1,0,4,0,3,3
K17,loc:1235,locality,loc:1235,1235,שורשים,1,1,201,139,139,0,אמת,52,42,10,0.374101,52,1,0,0,0,0,1,3,1,2,0,0,42,0,2,2,16,0,0,2,0,0,0,0,0,0,0,10,0,5,0
K17,loc:1236,locality,loc:1236,1236,נירית,1,1,720,556,555,1,כן,208,135,73,0.374775,135,1,0,0,2,0,2,49,3,2,1,0,208,0,24,17,52,0,0,31,0,0,0,0,0,0,1,4,0,18,5
K17,loc:1237,locality,loc:1237,1237,תלמי יוסף,1,1,178,106,105,1,כן,44,19,25,0.419048,19,0,0,0,0,0,0,4,0,0,0,1,44,0,8,3,16,0,0,2,0,0,0,0,0,1,1,3,0,3,0
K17,loc:1238,locality,loc:1238,1238,סופה,1,1,219,127,127,0,אמת,54,29,25,0.425197,54,0,0,0,0,0,0,7,0,1,0,0,29,0,9,4,13,0,0,0,0,0,0,0,0,0,1,3,0,5,1
K17,loc:1240,locality,loc:1240,1240,עין הבשור,1,1,499,378,376,2,כן,119,117,2,0.316489,117,0,0,0,1,0,0,36,0,8,0,0,119,0,31,15,32,0,0,2,0,0,0,0,0,0,0,8,0,4,3
K17,loc:1241,locality,loc:1241,1241,דקל,1,1,239,120,119,1,אמת,35,32,3,0.294118,35,0,0,0,0,0,0,5,0,3,0,2,32,0,16,9,1,0,0,1,0,0,0,0,0,0,0,4,0,11,0
K17,loc:1242,locality,loc:1242,1242,נתיב העשרה,1,1,493,362,360,2,אמת,113,88,25,0.313889,113,2,0,0,1,0,0,27,0,16,0,6,88,0,39,21,19,0,0,5,0,0,0,0,0,0,0,3,0,19,1
K17,loc:1243,locality,loc:1243,1243,קציר,2,2,1532,1017,1005,12,כן,276,252,24,0.274627,252,4,2,0,1,1,0,57,8,29,0,2,276,0,122,46,72,1,0,4,0,0,0,1,0,1,1,18,0,22,85
K17,loc:1244,locality,loc:1244,1244,תמרת,2,2,1203,866,861,5,אמת,288,276,12,0.334495,288,2,0,0,4,0,0,51,2,15,1,1,276,0,20,38,119,0,0,11,0,0,0,0,0,1,0,12,0,18,2
K17,loc:1245,locality,loc:1245,1245,סלמה,2,2,1347,711,703,8,אמת,199,187,12,0.283073,199,0,136,0,67,0,0,1,0,25,0,0,55,1,0,8,7,0,187,0,0,0,0,0,1,3,0,2,6,1,4
K17,loc:1246,locality,loc:1246,1246,עראמשה*,1,1,755,375,370,5,אמת,208,83,125,0.562162,208,0,83,1,1,0,0,0,0,0,0,0,66,1,0,1,1,0,4,2,0,0,0,0,0,1,0,0,0,0,1
K17,loc:1247,locality,loc:1247,1247,חריש,1,1,606,387,377,10,טב,120,88,32,0.318302,33,1,4,0,3,0,1,4,0,120,2,2,48,1,88,29,5,0,5,3,1,0,0,0,1,0,0,4,0,4,18
K17,loc:1249,locality,loc:1249,1249,הרדוף,1,1,222,178,178,0,אמת,86,46,40,0.483146,86,0,0,1,6,0,0,2,0,0,0,1,18,0,1,1,46,0,1,1,0,0,0,0,0,0,0,0,0,14,0
K17,loc:1252,locality,loc:1252,1252,כורזים,1,1,314,227,226,1,כן,71,70,1,0.314159,70,0,0,0,0,0,0,16,0,15,0,0,71,0,5,9,19,1,0,6,0,0,0,0,0,0,0,4,0,10,0
K17,loc:1253,locality,loc:1253,1253,אמנון,1,1,209,128,127,1,אמת,35,25,10,0.275591,35,1,0,0,0,0,1,19,0,9,0,0,25,0,15,8,3,0,0,0,0,0,0,0,0,0,0,0,0,1,10
K17,loc:1254,locality,loc:1254,1254,נטף,1,1,254,198,198,0,אמת,74,45,29,0.373737,74,2,0,0,0,0,0,7,3,6,0,0,34,0,2,1,45,0,0,7,0,0,0,0,0,0,0,4,0,11,2
K17,loc:1255,locality,loc:1255,1255,לוטן,1,1,142,81,81,0,אמת,35,14,21,0.432099,35,0,0,0,1,0,0,5,0,3,2,0,10,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,0,6,0
K17,loc:1256,locality,loc:1256,1256,אשרת,1,1,312,217,215,2,כן,77,29,48,0.35814,29,2,0,0,0,0,0,11,0,29,0,0,77,0,14,29,4,2,0,0,0,1,0,0,0,0,1,1,0,7,8
K17,loc:1258,locality,loc:1258,1258,מסד,1,1,262,194,193,1,אמת,87,45,42,0.450777,87,0,0,0,0,0,0,13,1,5,0,0,45,0,7,6,12,0,0,1,0,0,0,0,0,0,0,6,0,5,5
K17,loc:1259,locality,loc:1259,1259,נווה שלום,1,1,109,89,89,0,ד,24,21,3,0.269663,20,0,24,0,21,0,0,0,0,0,0,0,1,0,0,0,16,0,4,1,0,0,0,0,0,0,0,0,0,2,0
K17,loc:126,locality,loc:126,126,שריד,1,1,608,429,424,5,מרצ,153,126,27,0.360849,126,0,0,1,1,0,0,12,0,1,0,1,92,0,3,1,153,0,0,4,0,0,0,0,0,1,1,15,0,10,2
K17,loc:1263,locality,loc:1263,1263,כפר ורדים,7,7,3880,2809,2783,26,כן,917,731,186,0.329501,731,12,2,1,9,0,1,226,20,65,4,10,917,0,94,137,355,4,0,37,0,0,3,1,1,0,1,53,0,74,25
K17,loc:1264,locality,loc:1264,1264,כרמי יוסף,2,2,1342,1009,1005,4,כן,383,241,142,0.381095,241,0,0,2,3,0,0,68,14,16,1,7,383,0,30,71,102,0,0,16,0,0,1,0,0,0,0,14,0,31,5
K17,loc:1268,locality,loc:1268,1268,מיתר,7,7,4681,3453,3429,24,כן,979,908,71,0.285506,908,13,1,2,6,0,6,210,10,395,3,21,979,0,196,280,163,4,3,24,0,1,1,0,3,1,2,49,0,70,78
K17,loc:127,locality,loc:127,127,רמת רחל,1,1,288,225,223,2,אמת,86,63,23,0.38565,86,1,0,0,0,0,0,14,0,5,0,0,63,0,6,5,25,1,0,0,0,0,0,0,0,0,1,6,0,3,7
K17,loc:1271,locality,loc:1271,1271,להבים,7,7,3836,2831,2817,14,כן,1004,899,105,0.356408,899,2,1,0,10,0,0,194,17,75,2,11,1004,0,121,202,141,1,0,19,0,0,3,0,0,2,0,40,0,32,41
K17,loc:1272,locality,loc:1272,1272,חלוץ,1,1,219,148,147,1,אמת,68,32,36,0.462585,68,0,0,0,0,0,3,2,0,3,0,0,32,0,2,3,17,0,0,7,0,0,0,0,0,0,0,3,0,7,0
K17,loc:1274,locality,loc:1274,1274,גן נר,2,2,1409,947,942,5,כן,273,216,57,0.289809,216,2,0,0,0,1,1,52,3,35,2,10,273,0,85,117,59,0,0,16,0,0,0,0,0,0,0,19,0,21,30
K17,loc:1275,locality,loc:1275,1275,אבטליון,1,1,148,113,112,1,אמת,42,29,13,0.375,42,0,0,0,0,0,0,9,0,0,0,0,29,0,2,10,11,0,0,1,0,0,0,0,0,1,0,1,0,6,0
K17,loc:128,locality,loc:128,128,גת רימון,1,1,183,133,133,0,כן,44,37,7,0.330827,37,1,0,0,0,0,0,15,1,6,0,0,44,0,3,6,11,0,0,1,0,0,1,0,0,0,0,0,0,4,3
K17,loc:1282,locality,loc:1282,1282,מירב,1,1,152,133,133,0,טב,98,10,88,0.736842,4,0,0,0,0,0,0,2,0,98,0,0,5,0,1,10,2,0,0,6,0,0,0,0,0,0,0,0,0,1,4
K17,loc:1283,locality,loc:1283,1283,תל תאומים,1,1,206,105,105,0,שס,24,23,1,0.228571,11,1,0,0,0,0,0,0,0,14,0,0,23,0,7,23,0,1,0,0,0,0,0,0,0,0,0,1,0,0,24
K17,loc:1284,locality,loc:1284,1284,נופית,2,2,1495,1216,1212,4,כן,522,346,176,0.430693,346,3,0,0,0,0,0,76,4,20,3,1,522,0,37,61,67,1,0,16,0,0,2,0,0,2,0,15,0,33,3
K17,loc:1285,locality,loc:1285,1285,כרכום,1,1,367,264,262,2,כן,91,89,2,0.347328,89,2,0,0,1,0,0,21,1,7,0,3,91,0,7,6,16,0,0,4,0,0,0,0,0,0,1,2,0,4,7
K17,loc:1286,locality,loc:1286,1286,שגב-שלום,3,3,2228,1139,1112,27,עם,717,118,599,0.644784,93,0,65,0,48,0,1,2,1,2,2,0,118,0,2,7,5,1,717,1,3,3,2,1,5,2,8,7,2,3,11
K17,loc:1287,locality,loc:1287,1287,שני,1,1,345,171,169,2,כן,43,35,8,0.254438,22,1,0,0,0,0,1,6,1,18,1,6,43,0,35,13,4,1,0,1,0,0,0,0,0,0,0,4,0,2,10
K17,loc:1288,locality,loc:1288,1288,גבעת אלה,2,2,1250,896,893,3,כן,345,294,51,0.386338,294,0,0,0,2,0,0,34,8,11,2,3,345,0,23,27,90,0,0,10,0,0,0,0,0,0,0,13,0,25,6
K17,loc:1290,locality,loc:1290,1290,זמר,5,5,3074,1800,1764,36,ד,698,511,187,0.395692,362,3,698,0,61,0,0,0,0,1,1,2,60,1,0,11,29,1,511,1,1,0,0,0,3,2,0,8,2,3,3
K17,loc:1292,locality,loc:1292,1292,ג'דיידה-מכר,13,13,9829,4963,4850,113,עם,1580,1454,126,0.325773,219,8,1454,6,1144,0,2,0,3,10,0,5,195,6,1,23,61,8,1580,1,0,0,3,1,8,6,3,5,2,3,93
K17,loc:1293,locality,loc:1293,1293,גבעת אבני,2,2,1205,834,828,6,כן,278,188,90,0.335749,188,6,0,0,0,0,0,59,1,52,0,4,278,1,35,45,26,0,0,10,0,0,0,0,0,0,0,11,0,13,99
K17,loc:1294,locality,loc:1294,1294,אור הגנוז,1,1,134,68,68,0,ג,49,18,31,0.720588,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
K17,loc:1295,locality,loc:1295,1295,יאנוח-ג'ת,5,5,3012,1835,1824,11,אמת,642,513,129,0.351974,642,14,42,28,53,0,0,2,0,114,22,0,513,1,23,120,18,0,2,0,0,0,2,0,0,3,0,1,0,0,224
K17,loc:1296,locality,loc:1296,1296,כסרא-סמיע,5,5,3642,2391,2377,14,אמת,1033,465,568,0.434581,1033,1,155,4,49,0,1,1,0,56,1,3,465,0,124,69,56,0,37,0,0,3,0,0,1,1,0,7,0,0,310
K17,loc:1297,locality,loc:1297,1297,כפר חנניה,1,1,194,135,135,0,טב,40,24,16,0.296296,22,2,0,0,0,0,0,5,0,40,0,1,24,0,3,17,7,0,0,0,0,0,0,0,1,0,0,5,0,1,7
K17,loc:13,locality,loc:13,13,חצבה,1,1,465,300,298,2,כן,111,53,58,0.372483,53,0,0,0,0,0,1,24,0,14,1,1,111,0,18,9,27,0,0,11,0,0,2,0,0,1,0,6,0,14,5
K17,loc:130,locality,loc:130,130,משמר העמק,1,1,795,585,585,0,אמת,290,138,152,0.495726,290,0,0,0,1,0,0,11,4,1,0,0,110,0,1,3,138,0,0,6,0,0,0,0,0,0,0,8,0,12,0
K17,loc:1303,locality,loc:1303,1303,חורה,6,6,3223,2151,2111,40,עם,912,829,83,0.432023,224,0,27,0,829,0,1,0,0,3,0,1,47,0,3,9,24,0,912,0,1,0,3,0,1,3,5,2,4,0,12
K17,loc:1304,locality,loc:1304,1304,שוהם,16,16,9848,7771,7724,47,כן,2842,1383,1459,0.367944,1383,15,0,1,5,0,3,679,38,796,10,18,2842,1,236,775,345,3,0,105,0,1,3,0,0,1,2,93,0,143,226
K17,loc:1309,locality,loc:1309,1309,אלעד,19,19,11332,9699,9637,62,שס,4798,3397,1401,0.497873,31,3397,0,0,0,0,1,31,0,1047,1,155,27,0,22,116,1,0,0,0,0,0,0,0,1,0,0,5,0,4,4798
K17,loc:1310,locality,loc:1310,1310,לפיד,2,2,1215,888,882,6,כן,316,199,117,0.358277,199,3,0,0,0,0,1,59,6,43,1,2,316,0,35,98,64,1,0,13,0,0,0,0,0,0,1,8,0,14,18
K17,loc:1311,locality,loc:1311,1311,אבשלום,1,1,131,80,73,7,ל,41,19,22,0.561644,4,0,0,0,0,0,0,2,1,0,0,0,19,0,41,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1
K17,loc:1313,locality,loc:1313,1313,פורייה עילית,1,1,401,264,259,5,כן,82,56,26,0.316602,56,0,0,0,0,0,1,21,0,18,0,0,82,0,16,22,13,0,0,9,0,0,0,0,0,0,0,6,0,4,11
K17,loc:1314,locality,loc:1314,1314,נווה זיו,1,1,268,197,197,0,כן,69,47,22,0.350254,47,0,0,0,0,0,0,16,1,10,0,1,69,0,10,19,11,0,0,1,0,0,0,0,0,0,0,1,0,10,1
K17,loc:1315,locality,loc:1315,1315,מתן,3,3,1677,1336,1328,8,כן,442,345,97,0.332831,345,5,0,0,5,0,0,139,6,19,0,0,442,2,78,94,116,1,0,19,0,0,0,0,0,1,2,11,0,31,12
K17,loc:1317,locality,loc:1317,1317,דמיידה,1,1,185,128,119,9,אמת,40,25,15,0.336134,40,1,13,0,17,2,0,0,0,0,0,1,13,0,1,2,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0
K17,loc:1319,locality,loc:1319,1319,בת חפר,4,4,2893,2108,2095,13,כן,737,490,247,0.35179,490,6,0,0,3,2,0,201,8,86,2,7,737,1,90,144,145,1,0,21,0,0,0,0,0,2,0,38,0,66,45
K17,loc:132,locality,loc:132,132,כפר ברוך,1,1,212,148,146,2,כן,54,43,11,0.369863,43,0,0,0,0,0,0,7,0,4,0,5,54,0,5,11,2,0,0,4,0,0,0,0,0,0,1,6,0,3,1
K17,loc:1321,locality,loc:1321,1321,ח'ואלד,1,1,183,120,109,11,עם,47,34,13,0.431193,34,0,3,0,10,0,0,0,0,0,0,0,9,0,0,2,1,0,47,0,0,0,0,0,0,0,0,0,0,0,3
K17,loc:1323,locality,loc:1323,1323,בת הדר,1,1,214,139,137,2,אמת,42,35,7,0.306569,42,0,0,0,1,0,0,6,0,9,0,1,35,0,5,21,7,0,0,2,0,0,0,0,0,0,0,1,0,5,2
K17,loc:1326,locality,loc:1326,1326,"בסמ""ה",6,6,4013,1834,1743,91,ו,624,410,214,0.358003,191,2,290,2,624,0,0,2,1,1,0,1,56,0,0,2,134,0,410,1,0,0,0,0,1,8,3,7,4,0,3
K17,loc:1327,locality,loc:1327,1327,מעלה עירון,11,11,6356,2820,2776,44,ד,1098,807,291,0.395533,182,0,1098,1,807,2,1,4,3,6,0,3,134,0,0,3,57,2,384,27,0,1,0,4,1,12,3,6,3,0,32
K17,loc:133,locality,loc:133,133,גבת,1,1,615,457,450,7,אמת,249,112,137,0.553333,249,0,0,0,2,0,0,14,1,2,0,0,112,0,14,4,31,0,0,7,0,0,0,0,0,0,0,5,0,9,0
K17,loc:1330,locality,loc:1330,1330,אחוזת ברק,1,1,718,510,504,6,כן,206,118,88,0.40873,118,0,0,0,0,0,0,38,1,21,0,4,206,0,32,33,18,0,0,1,0,0,1,0,0,0,1,8,0,8,14
K17,loc:1331,locality,loc:1331,1331,כמאנה,2,1,703,433,425,8,שס,132,114,18,0.310588,12,13,27,0,114,1,0,0,0,55,0,0,23,1,0,0,1,0,45,0,0,1,0,0,0,0,0,0,0,0,132
K17,loc:1332,locality,loc:1332,1332,חוסנייה,1,1,283,118,112,6,עם,44,30,14,0.392857,30,0,0,0,9,1,0,0,0,0,0,0,5,1,0,7,1,0,44,0,0,1,0,0,0,3,0,0,0,0,10
K17,loc:1333,locality,loc:1333,1333,נוף איילון,2,2,1027,922,919,3,טב,734,70,664,0.798694,2,37,0,0,0,1,0,1,0,734,0,29,3,0,4,31,0,0,0,4,0,0,0,0,0,0,0,3,0,0,70
K17,loc:1334,locality,loc:1334,1334,ראס אל-עין,1,1,135,82,80,2,ד,37,17,20,0.4625,4,0,37,0,17,1,0,0,1,0,0,0,13,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,1,0,1
K17,loc:1337,locality,loc:1337,1337,שמשית,2,2,1072,899,898,1,כן,319,277,42,0.355234,277,1,0,0,0,0,0,46,2,16,1,1,319,0,16,36,124,0,0,20,0,0,1,0,0,0,0,4,0,30,4
K17,loc:134,locality,loc:134,134,יפעת,1,1,660,447,441,6,אמת,220,105,115,0.498866,220,0,0,0,0,0,1,36,1,1,1,0,105,0,12,2,30,0,0,13,0,0,1,0,0,0,0,11,0,5,2
K17,loc:1347,locality,loc:1347,1347,קצר א-סר,1,1,265,147,144,3,עם,98,19,79,0.680556,19,0,3,0,11,0,0,0,0,0,0,0,6,0,0,0,0,1,98,1,0,1,0,1,0,2,0,0,1,0,0
K17,loc:1349,locality,loc:1349,1349,דריג'את,1,1,231,201,192,9,אמת,128,28,100,0.666667,128,0,1,0,14,0,1,0,0,0,1,0,1,0,0,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0,17
K17,loc:135,locality,loc:135,135,רמת דוד,1,1,390,239,238,1,אמת,115,60,55,0.483193,115,0,0,0,1,0,0,10,0,4,0,0,60,1,3,6,22,0,0,4,0,0,0,0,0,0,0,2,0,9,1
K17,loc:1358,locality,loc:1358,1358,אום בטין,1,1,173,117,114,3,עם,42,40,2,0.368421,40,1,2,0,10,0,0,0,2,0,0,0,0,0,2,1,8,0,42,0,0,1,0,0,0,0,0,1,2,0,2
K17,loc:139,locality,loc:139,139,עין שמר,1,1,584,421,413,8,מרצ,234,84,150,0.566586,84,0,0,0,0,0,1,2,1,2,0,3,63,0,2,0,234,0,0,1,0,0,0,0,0,0,0,15,0,5,0
K17,loc:140,locality,loc:140,140,כפר יהושע,1,1,533,427,424,3,אמת,166,139,27,0.391509,166,0,0,0,1,0,0,39,0,7,0,2,139,0,6,8,29,0,0,8,0,0,2,0,0,0,0,11,0,6,0
K17,loc:141,locality,loc:141,141,ברק,1,1,240,162,162,0,אמת,66,33,33,0.407407,66,0,0,0,0,0,0,5,0,10,0,1,33,0,6,18,4,0,0,6,0,0,1,0,0,0,0,6,0,1,5
K17,loc:142,locality,loc:142,142,שדה יעקב,1,1,341,285,284,1,טב,170,24,146,0.598592,16,2,0,0,0,0,1,11,0,170,0,5,24,0,8,13,10,0,0,9,0,0,0,0,0,0,0,3,0,9,3
K17,loc:143,locality,loc:143,143,בית זרע,1,1,582,401,393,8,מרצ,157,106,51,0.399491,106,1,0,1,0,0,0,14,1,2,1,1,65,0,13,2,157,0,0,7,0,0,0,0,0,0,0,10,0,12,0
K17,loc:144,locality,loc:144,144,גן שלמה,1,1,357,271,270,1,אמת,111,74,37,0.411111,111,0,0,0,0,0,0,15,0,1,2,0,74,0,1,2,30,0,0,2,0,0,0,0,0,0,0,4,0,27,1
K17,loc:145,locality,loc:145,145,גדיש,1,1,269,162,158,4,מחל,45,43,2,0.28481,15,3,0,0,0,0,0,4,0,12,0,2,26,0,4,45,0,0,0,1,0,0,2,0,0,0,1,0,0,0,43
K17,loc:146,locality,loc:146,146,דבורה,1,1,219,144,142,2,אמת,49,43,6,0.34507,49,0,0,0,0,0,0,13,0,3,0,1,43,0,7,12,5,0,0,2,0,0,0,0,0,0,1,3,0,0,3
K17,loc:147,locality,loc:147,147,גבעת ברנר,2,2,1262,829,820,9,אמת,420,163,257,0.512195,420,2,0,0,1,0,0,28,2,5,1,3,163,0,17,14,111,0,0,7,0,0,1,0,1,0,0,24,0,19,1
K17,loc:15,locality,loc:15,15,נועם,1,1,320,189,188,1,שס,71,37,34,0.37766,17,6,0,0,0,0,0,3,0,25,0,0,18,0,9,37,0,1,0,0,0,0,0,0,0,0,0,1,0,0,71
K17,loc:154,locality,loc:154,154,תל מונד,9,9,5800,4004,3965,39,כן,1414,828,586,0.35662,828,17,0,1,1,1,3,274,28,188,3,20,1414,2,139,364,196,2,1,56,0,1,1,0,2,2,0,39,0,80,302
K17,loc:155,locality,loc:155,155,באר טוביה,1,1,550,429,426,3,אמת,160,146,14,0.375587,160,0,0,0,0,0,0,31,2,3,0,1,146,2,16,14,29,0,0,6,0,0,0,0,0,0,0,10,0,6,0
K17,loc:156,locality,loc:156,156,עיינות,1,1,54,33,32,1,אמת,16,6,10,0.5,16,0,0,0,0,0,0,3,1,1,0,0,6,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
K17,loc:157,locality,loc:157,157,עין ורד,1,1,712,566,565,1,אמת,206,204,2,0.364602,206,0,0,0,0,0,0,36,4,9,0,0,204,0,12,21,39,2,0,9,0,0,0,0,1,0,0,6,0,16,0
