election,geography_id,geography_type,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס
K20,loc:1207,locality,loc:1207,1207,לבון,1,1,347,283,281,2,אמת,120,64,56,0.427046,120,1,0,0,0,0,17,0,0,0,0,23,3,41,10,0,0,0,0,64,0,0,1,0,0,1
K20,loc:1208,locality,loc:1208,1208,הילה,1,1,442,343,342,1,אמת,183,55,128,0.535088,183,0,1,0,0,0,11,0,0,0,0,12,2,15,55,0,0,0,0,41,0,1,14,3,3,1
K20,loc:1209,locality,loc:1209,1209,חרשים,1,1,192,143,143,0,אמת,66,60,6,0.461538,66,3,4,0,0,0,1,0,0,0,0,3,0,1,60,0,0,0,0,3,0,0,2,0,0,0
K20,loc:1210,locality,loc:1210,1210,כחל,1,1,294,221,221,0,אמת,108,40,68,0.488688,108,0,1,0,0,0,11,0,0,0,0,14,1,19,21,0,0,0,0,40,0,0,5,0,0,1
K20,loc:1211,locality,loc:1211,1211,קדרים,1,1,127,87,87,0,אמת,43,16,27,0.494253,43,0,0,0,0,0,1,0,0,0,0,6,0,10,16,0,0,0,0,9,0,0,1,1,0,0
K20,loc:1212,locality,loc:1212,1212,עמוקה,1,1,153,105,104,1,אמת,53,22,31,0.509615,53,0,0,0,0,0,2,0,0,0,0,10,0,11,22,0,0,0,0,6,0,0,0,0,0,0
K20,loc:1214,locality,loc:1214,1214,טפחות,1,1,241,188,188,0,מחל,87,63,24,0.462766,1,5,0,0,0,0,63,0,0,0,0,10,2,87,0,0,0,0,0,2,0,0,0,10,0,8
K20,loc:1219,locality,loc:1219,1219,גורנות הגליל,1,1,159,107,107,0,מחל,35,22,13,0.327103,22,4,0,0,0,0,3,0,0,0,0,14,2,35,2,0,0,0,0,7,0,0,2,1,0,15
K20,loc:122,locality,loc:122,122,רמת ישי,8,8,5433,4213,4196,17,אמת,1562,873,689,0.372259,1562,4,2,0,0,0,234,0,1,0,0,393,67,873,196,1,0,0,0,718,0,0,49,53,2,41
K20,loc:1220,locality,loc:1220,1220,אבירים,1,1,160,123,122,1,אמת,48,34,14,0.393443,48,0,3,0,0,0,0,0,0,0,0,6,1,9,34,0,0,0,0,12,0,0,4,1,0,4
K20,loc:1221,locality,loc:1221,1221,צורית,1,1,567,464,463,1,אמת,241,91,150,0.520518,241,2,0,0,0,0,23,0,0,0,0,21,8,37,28,1,0,1,0,91,0,0,5,2,0,3
K20,loc:1222,locality,loc:1222,1222,"מצפה אבי""ב",1,1,610,492,492,0,אמת,221,105,116,0.449187,221,0,0,0,0,0,25,0,0,0,0,40,3,41,54,0,0,0,0,105,0,0,2,0,0,1
K20,loc:1223,locality,loc:1223,1223,שדי אברהם,1,1,226,166,165,1,אמת,74,30,44,0.448485,74,0,0,0,0,0,15,0,0,0,0,13,2,21,4,0,0,0,0,30,0,0,4,1,0,1
K20,loc:1224,locality,loc:1224,1224,כוכב יאיר,14,14,7776,6092,6075,17,אמת,2405,1049,1356,0.395885,2405,13,4,0,0,0,587,0,0,0,0,332,121,1049,412,2,0,0,0,1023,1,1,68,30,2,25
K20,loc:1226,locality,loc:1226,1226,יובלים,2,2,943,778,777,1,אמת,447,122,325,0.57529,447,2,5,0,0,0,22,0,0,0,0,24,5,30,122,0,0,0,0,114,0,0,5,1,0,0
K20,loc:1227,locality,loc:1227,1227,יתד,1,1,235,178,178,0,מחל,57,38,19,0.320225,38,0,0,0,0,0,22,0,0,0,0,19,2,57,4,0,0,0,0,7,0,0,9,20,0,0
K20,loc:1228,locality,loc:1228,1228,רקפת,1,1,629,537,537,0,אמת,278,94,184,0.517691,278,1,2,0,0,0,21,0,0,0,0,30,2,49,56,0,0,0,0,94,0,0,1,2,1,0
K20,loc:1229,locality,loc:1229,1229,כלנית,1,1,172,132,131,1,מחל,85,15,70,0.648855,0,8,0,0,0,0,11,0,0,0,0,6,0,85,0,0,0,1,0,1,0,0,1,15,0,3
K20,loc:1230,locality,loc:1230,1230,לבנים,1,1,315,222,222,0,אמת,65,57,8,0.292793,65,1,1,0,0,0,21,0,0,0,0,24,6,57,10,0,0,0,0,31,0,0,4,0,0,2
K20,loc:1231,locality,loc:1231,1231,פרי גן,1,1,152,114,114,0,מחל,38,30,8,0.333333,30,0,0,0,0,0,15,0,0,0,0,16,0,38,0,0,0,0,0,10,0,0,3,0,0,2
K20,loc:1232,locality,loc:1232,1232,יבול,1,1,221,179,179,0,אמת,69,29,40,0.385475,69,1,0,0,0,0,29,0,0,0,0,10,2,15,13,1,0,1,0,17,0,0,1,19,0,1
K20,loc:1233,locality,loc:1233,1233,שקף,1,1,317,274,273,1,אמת,83,51,32,0.304029,83,1,1,0,0,0,51,0,0,0,0,22,3,45,12,4,0,0,0,41,0,0,6,3,0,1
K20,loc:1235,locality,loc:1235,1235,שורשים,1,1,358,273,271,2,אמת,136,41,95,0.501845,136,1,1,0,0,0,13,0,0,0,0,11,2,41,24,0,0,0,1,34,0,0,5,0,0,2
K20,loc:1236,locality,loc:1236,1236,נירית,2,2,948,774,774,0,אמת,383,165,218,0.494832,383,1,2,0,0,0,18,0,0,0,0,52,7,54,72,0,0,0,0,165,0,0,17,1,0,2
K20,loc:1237,locality,loc:1237,1237,תלמי יוסף,1,1,237,166,166,0,אמת,74,25,49,0.445783,74,0,0,0,0,0,17,0,0,0,0,8,1,19,16,0,0,0,0,25,0,0,5,1,0,0
K20,loc:1238,locality,loc:1238,1238,סופה,1,1,192,144,144,0,אמת,80,27,53,0.555556,80,0,0,0,0,0,7,0,0,0,0,7,4,7,6,0,0,0,0,27,0,0,5,1,0,0
K20,loc:1239,locality,loc:1239,1239,חולית,1,1,124,81,81,0,אמת,31,11,20,0.382716,31,0,0,0,0,0,8,0,0,0,0,11,2,7,5,0,0,0,0,11,0,0,3,1,0,2
K20,loc:1240,locality,loc:1240,1240,עין הבשור,1,1,644,517,516,1,אמת,213,90,123,0.412791,213,1,0,0,0,0,60,0,0,0,0,22,9,64,34,0,0,0,0,90,0,1,11,5,2,4
K20,loc:1241,locality,loc:1241,1241,דקל,1,1,241,164,164,0,אמת,50,35,15,0.304878,50,0,0,0,0,0,15,0,0,0,0,17,9,35,4,0,0,0,0,29,0,0,5,0,0,0
K20,loc:1242,locality,loc:1242,1242,נתיב העשרה,1,1,594,502,500,2,אמת,202,81,121,0.404,202,0,1,0,0,0,47,0,0,0,0,35,11,81,26,0,0,0,0,78,0,0,16,2,1,0
K20,loc:1243,locality,loc:1243,1243,קציר,4,4,1964,1386,1375,11,אמת,537,191,346,0.390545,537,3,8,0,0,0,65,0,0,0,0,114,99,191,143,1,0,0,1,158,0,0,41,5,2,7
K20,loc:1244,locality,loc:1244,1244,תמרת,3,3,1207,966,963,3,אמת,568,128,440,0.589823,568,2,0,0,0,0,20,0,0,0,0,34,1,69,128,0,0,0,0,128,0,1,6,5,0,1
K20,loc:1245,locality,loc:1245,1245,סלמה,3,3,1879,1018,1007,11,ודעם,760,84,676,0.754717,84,0,760,0,0,0,2,0,0,0,24,8,1,48,7,0,0,0,32,2,0,1,1,5,1,31
K20,loc:1246,locality,loc:1246,1246,עראמשה*,2,2,928,437,434,3,ודעם,259,131,128,0.596774,131,0,259,0,0,0,2,0,0,0,3,1,0,3,13,0,0,0,11,2,0,0,0,0,1,8
K20,loc:1247,locality,loc:1247,1247,חריש,1,1,604,415,413,2,מחל,102,61,41,0.246973,44,8,11,0,0,0,59,0,0,0,0,25,29,102,6,1,0,0,3,16,0,9,5,61,0,34
K20,loc:1249,locality,loc:1249,1249,הרדוף,1,1,360,292,290,2,מרצ,132,129,3,0.455172,129,0,9,0,0,0,0,0,0,0,0,3,2,1,132,0,0,0,0,14,0,0,0,0,0,0
K20,loc:1251,locality,loc:1251,1251,עין תמר,1,1,140,105,105,0,אמת,38,26,12,0.361905,38,0,0,0,0,0,9,0,0,0,0,5,5,20,1,0,0,0,0,26,0,0,1,0,0,0
K20,loc:1252,locality,loc:1252,1252,כורזים,1,1,333,233,233,0,אמת,110,32,78,0.472103,110,2,0,0,0,0,8,0,0,0,0,22,3,21,26,0,0,0,0,32,0,0,6,3,0,0
K20,loc:1253,locality,loc:1253,1253,אמנון,1,1,242,168,167,1,מחל,50,38,12,0.299401,36,0,0,0,0,0,12,0,0,0,0,38,4,50,6,0,0,0,0,9,0,1,3,2,0,6
K20,loc:1254,locality,loc:1254,1254,נטף,1,1,336,257,257,0,אמת,109,100,9,0.424125,109,0,1,0,0,0,4,0,0,0,0,10,0,8,100,0,0,0,1,17,0,0,4,0,3,0
K20,loc:1255,locality,loc:1255,1255,לוטן,1,1,138,85,83,2,אמת,40,19,21,0.481928,40,0,0,0,0,0,2,0,0,0,0,2,5,4,19,0,0,0,0,10,0,0,1,0,0,0
K20,loc:1256,locality,loc:1256,1256,אשרת,1,1,361,287,287,0,מחל,112,45,67,0.390244,41,4,0,0,0,0,28,0,0,0,0,45,12,112,8,1,0,0,0,23,0,0,5,8,0,0
K20,loc:1257,locality,loc:1257,1257,חנתון,1,1,424,334,332,2,אמת,139,59,80,0.418675,139,0,1,0,0,0,26,0,0,0,0,16,5,45,33,0,0,0,0,59,0,0,6,1,0,1
K20,loc:1258,locality,loc:1258,1258,מסד,1,1,364,278,276,2,אמת,145,37,108,0.525362,145,1,0,0,0,0,7,0,0,0,0,31,0,37,23,1,0,0,0,26,0,0,3,0,0,2
K20,loc:1259,locality,loc:1259,1259,נווה שלום,1,1,171,136,136,0,ודעם,80,37,43,0.588235,13,0,80,0,0,0,0,0,0,0,0,3,0,0,37,0,0,0,2,0,0,0,1,0,0,0
K20,loc:126,locality,loc:126,126,שריד,2,2,727,531,527,4,אמת,287,129,158,0.544592,287,1,1,0,0,0,12,0,0,0,0,10,4,22,129,0,0,0,0,52,0,0,7,1,0,1
K20,loc:1260,locality,loc:1260,1260,רתמים,1,1,202,177,177,0,טב,114,23,91,0.644068,14,0,0,0,0,0,114,0,0,0,0,8,0,23,2,0,0,0,0,7,0,0,3,5,0,1
K20,loc:1261,locality,loc:1261,1261,הר עמשא,1,1,159,124,123,1,טב,49,25,24,0.398374,12,4,0,0,0,0,49,0,0,0,0,9,1,6,13,0,0,0,0,2,0,0,2,25,0,0
K20,loc:1262,locality,loc:1262,1262,צוקים,1,1,135,107,104,3,אמת,50,19,31,0.480769,50,0,0,0,0,1,5,0,0,0,0,5,1,10,19,0,0,0,0,9,0,0,4,0,0,0
K20,loc:1263,locality,loc:1263,1263,כפר ורדים,7,7,4400,3287,3275,12,אמת,1572,433,1139,0.48,1572,4,13,0,0,1,138,1,0,0,0,223,38,373,413,2,0,1,0,433,0,1,34,16,0,12
K20,loc:1264,locality,loc:1264,1264,כרמי יוסף,3,3,1418,1129,1122,7,אמת,584,146,438,0.520499,584,2,2,0,0,0,40,0,0,0,0,59,11,122,129,2,0,0,0,146,0,0,11,11,1,2
K20,loc:1265,locality,loc:1265,1265,שומרייה,1,1,263,231,231,0,קץ,128,91,37,0.554113,0,0,0,0,0,0,91,0,0,0,0,1,0,10,0,0,0,0,0,1,0,0,0,128,0,0
K20,loc:1268,locality,loc:1268,1268,מיתר,9,9,5734,4412,4387,25,אמת,1416,884,532,0.322772,1416,11,19,0,0,0,580,0,0,0,0,347,66,884,181,1,0,1,1,714,1,0,58,69,0,38
K20,loc:127,locality,loc:127,127,רמת רחל,1,1,322,259,259,0,אמת,136,38,98,0.525097,136,0,0,1,0,0,8,0,0,0,0,9,2,24,29,0,0,0,0,38,0,0,10,1,1,0
K20,loc:1271,locality,loc:1271,1271,להבים,8,8,4740,3709,3704,5,אמת,1406,717,689,0.37959,1406,4,46,0,1,0,164,0,0,0,0,296,73,717,233,0,0,0,0,684,0,3,31,28,1,17
K20,loc:1272,locality,loc:1272,1272,חלוץ,1,1,335,232,231,1,אמת,122,51,71,0.528139,122,0,0,0,0,0,2,0,0,0,0,4,3,18,51,0,0,0,0,30,0,0,0,1,0,0
K20,loc:1274,locality,loc:1274,1274,גן נר,3,3,1897,1409,1402,7,מחל,449,394,55,0.320257,394,3,0,0,0,0,108,0,0,0,0,117,46,449,54,0,0,0,0,177,0,1,25,10,0,18
K20,loc:1275,locality,loc:1275,1275,אבטליון,1,1,229,188,187,1,אמת,89,25,64,0.475936,89,0,2,0,0,0,10,0,0,0,0,16,1,23,25,0,0,0,0,16,0,0,5,0,0,0
K20,loc:128,locality,loc:128,128,גת רימון,1,1,195,152,152,0,אמת,61,25,36,0.401316,61,0,0,0,0,1,4,0,0,0,0,22,2,24,9,0,0,0,0,25,0,0,2,0,0,2
K20,loc:1280,locality,loc:1280,1280,ניצני סיני,1,1,174,115,114,1,אמת,47,17,30,0.412281,47,0,0,0,0,1,14,0,0,0,0,9,4,17,4,1,0,0,0,13,0,0,3,1,0,0
K20,loc:1282,locality,loc:1282,1282,מירב,1,1,305,252,251,1,טב,183,41,142,0.729084,1,0,0,0,0,0,183,0,0,0,0,2,0,41,0,0,0,0,0,13,0,0,0,8,0,3
K20,loc:1283,locality,loc:1283,1283,תל תאומים,1,1,295,212,212,0,מחל,106,33,73,0.5,8,0,0,0,0,0,33,0,0,0,0,17,6,106,0,0,0,0,0,11,0,0,10,4,0,17
K20,loc:1284,locality,loc:1284,1284,נופית,3,3,1924,1553,1551,2,אמת,758,350,408,0.488717,758,4,1,0,0,0,50,0,0,0,0,92,11,192,71,0,0,0,0,350,0,0,13,7,1,1
K20,loc:1285,locality,loc:1285,1285,כרכום,1,1,443,337,335,2,אמת,134,57,77,0.4,134,2,0,0,0,0,28,0,0,0,0,30,2,56,17,0,0,0,0,57,0,0,5,0,0,4
K20,loc:1286,locality,loc:1286,1286,שגב-שלום,5,5,3761,1950,1921,29,ודעם,1679,89,1590,0.874024,30,0,1679,0,0,2,4,0,1,0,3,19,2,16,89,0,1,2,28,5,0,5,2,2,1,30
K20,loc:1287,locality,loc:1287,1287,שני,1,1,326,221,220,1,מחל,73,30,43,0.331818,23,0,0,0,0,0,30,0,0,0,0,21,27,73,4,0,0,0,0,20,0,1,16,4,0,1
K20,loc:1288,locality,loc:1288,1288,גבעת אלה,3,3,1582,1231,1229,2,אמת,648,210,438,0.527258,648,1,3,0,0,0,21,0,0,0,0,64,7,112,141,1,0,0,0,210,0,0,14,5,0,2
K20,loc:1290,locality,loc:1290,1290,זמר,7,7,4088,2583,2568,15,ודעם,2310,127,2183,0.899533,58,1,2310,0,1,0,2,0,1,0,0,6,1,24,127,0,0,0,26,2,0,2,2,2,0,3
K20,loc:1291,locality,loc:1291,1291,כמהין,1,1,168,134,134,0,אמת,41,21,20,0.30597,41,0,0,0,0,0,17,0,0,0,0,15,5,13,21,0,0,0,0,9,0,0,8,5,0,0
K20,loc:1292,locality,loc:1292,1292,ג'דיידה-מכר,19,19,12533,8669,8608,61,ודעם,8166,195,7971,0.948652,195,2,8166,2,0,3,11,0,2,0,7,16,7,25,54,1,1,4,44,7,3,5,4,20,3,26
K20,loc:1293,locality,loc:1293,1293,גבעת אבני,3,3,1612,1203,1197,6,מחל,353,293,60,0.294904,293,5,1,0,0,0,112,0,0,0,0,123,15,353,22,5,0,0,0,200,0,1,13,21,0,33
K20,loc:1294,locality,loc:1294,1294,אור הגנוז,1,1,164,125,125,0,ג,73,33,40,0.584,0,73,0,0,0,0,6,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,8,0,33
K20,loc:1295,locality,loc:1295,1295,יאנוח-ג'ת,6,6,4016,2166,2142,24,ל,599,530,69,0.279645,254,0,119,0,0,0,5,1,0,0,0,530,599,257,5,0,0,0,2,56,0,2,5,58,1,248
K20,loc:1296,locality,loc:1296,1296,כסרא-סמיע,8,8,4967,3240,3202,38,ל,1322,632,690,0.412867,632,1,168,0,1,0,44,0,0,0,1,209,1322,361,63,0,0,0,1,143,1,1,4,172,1,77
K20,loc:1297,locality,loc:1297,1297,כפר חנניה,1,1,425,333,332,1,מחל,110,72,38,0.331325,72,5,0,0,0,0,39,0,0,0,0,27,4,110,14,0,0,0,0,40,0,0,6,10,0,5
K20,loc:13,locality,loc:13,13,חצבה,1,1,474,362,362,0,אמת,226,28,198,0.624309,226,0,0,0,0,0,24,0,0,0,0,22,2,28,22,1,0,0,0,25,1,0,8,1,1,1
K20,loc:130,locality,loc:130,130,משמר העמק,2,2,908,676,674,2,אמת,438,167,271,0.649852,438,0,0,0,0,0,2,0,0,0,0,7,2,12,167,0,0,0,0,37,0,0,6,0,2,1
K20,loc:1303,locality,loc:1303,1303,חורה,10,9,6037,3088,3064,24,ודעם,2794,118,2676,0.91188,118,0,2794,0,1,1,4,0,0,0,2,10,6,23,33,0,0,2,35,1,2,3,3,3,5,18
K20,loc:1304,locality,loc:1304,1304,שוהם,23,23,13852,11170,11130,40,אמת,3491,2364,1127,0.313657,3491,29,8,0,0,3,1252,2,0,0,0,952,97,2364,444,5,1,0,1,2129,1,4,112,117,3,115
K20,loc:1309,locality,loc:1309,1309,אלעד,27,27,17047,15105,14877,228,שס,6193,5000,1193,0.41628,30,5000,1,0,0,0,754,1,0,0,0,69,13,663,2,6,0,2,0,12,0,10,25,2094,2,6193
K20,loc:1310,locality,loc:1310,1310,לפיד,3,3,1676,1320,1311,9,אמת,455,217,238,0.347063,455,2,3,0,0,1,74,0,0,0,0,185,12,213,106,0,0,0,0,217,0,0,27,11,0,5
K20,loc:1311,locality,loc:1311,1311,אבשלום,1,1,205,142,138,4,ל,44,29,15,0.318841,20,2,0,1,0,0,6,0,0,0,0,16,44,29,2,0,0,0,0,9,0,0,8,0,1,0
K20,loc:1313,locality,loc:1313,1313,פורייה עילית,1,1,639,458,453,5,מחל,174,120,54,0.384106,120,0,2,0,0,0,23,0,0,0,1,54,12,174,9,2,0,0,0,39,0,0,9,2,0,6
K20,loc:1314,locality,loc:1314,1314,נווה זיו,1,1,398,310,309,1,אמת,90,81,9,0.291262,90,1,0,0,0,0,18,0,0,0,0,28,6,81,10,0,0,0,0,54,0,0,2,6,2,11
K20,loc:1315,locality,loc:1315,1315,מתן,4,4,2303,1828,1824,4,אמת,790,374,416,0.433114,790,4,2,1,0,0,85,0,0,0,0,104,42,257,124,0,0,0,0,374,0,1,26,4,0,10
K20,loc:1316,locality,loc:1316,1316,אל -עריאן,1,1,110,77,76,1,ודעם,46,24,22,0.605263,5,0,46,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,1,0,0
K20,loc:1317,locality,loc:1317,1317,דמיידה,1,1,268,188,185,3,ודעם,173,4,169,0.935135,4,1,173,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,2,0,0,1
K20,loc:1319,locality,loc:1319,1319,בת חפר,6,6,3573,2831,2818,13,אמת,1130,562,568,0.400994,1130,4,3,0,0,0,154,1,0,0,0,241,46,403,153,0,0,0,0,562,0,0,70,29,2,20
K20,loc:132,locality,loc:132,132,כפר ברוך,1,1,328,257,256,1,אמת,104,57,47,0.40625,104,0,0,0,0,0,10,0,0,0,0,23,6,57,7,0,0,0,0,36,0,0,8,4,0,1
K20,loc:1320,locality,loc:1320,1320,עין חוד,1,1,159,109,108,1,ודעם,87,16,71,0.805556,0,0,87,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,16
K20,loc:1321,locality,loc:1321,1321,ח'ואלד,1,1,250,147,144,3,ודעם,87,42,45,0.604167,42,0,87,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,3,4,0,0,0,0,0,1
K20,loc:1323,locality,loc:1323,1323,בת הדר,1,1,426,322,322,0,מחל,109,67,42,0.338509,67,3,0,0,0,0,21,0,0,0,0,36,6,109,5,0,0,0,0,57,0,0,5,6,0,7
K20,loc:1326,locality,loc:1326,1326,"בסמ""ה",9,9,5446,3622,3566,56,ודעם,3334,89,3245,0.934941,35,1,3334,1,0,0,0,0,2,0,5,41,0,19,89,1,0,2,21,5,0,2,0,1,1,6
K20,loc:1327,locality,loc:1327,1327,מעלה עירון,15,15,8400,5567,5554,13,ודעם,5331,83,5248,0.959849,31,3,5331,0,0,0,2,0,2,0,1,12,3,12,83,0,2,1,20,2,3,0,0,1,1,44
K20,loc:133,locality,loc:133,133,גבת,2,2,644,540,535,5,אמת,389,52,337,0.727103,389,0,0,0,0,0,9,0,1,0,0,16,2,15,52,0,0,0,0,45,0,0,6,0,0,0
K20,loc:1330,locality,loc:1330,1330,אחוזת ברק,2,2,1482,1167,1164,3,מחל,358,324,34,0.30756,324,2,1,0,1,0,72,0,0,0,0,120,41,358,36,0,0,0,0,185,0,1,8,2,2,11
K20,loc:1331,locality,loc:1331,1331,כמאנה,2,2,890,553,546,7,ודעם,473,30,443,0.8663,22,0,473,0,0,0,2,0,0,0,0,1,0,5,2,0,0,0,8,1,0,0,1,1,0,30
K20,loc:1332,locality,loc:1332,1332,חוסנייה,1,1,437,271,263,8,ודעם,250,7,243,0.95057,1,0,250,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,1,0,0,0,0,0,0,3
K20,loc:1333,locality,loc:1333,1333,נוף איילון,3,3,1582,1342,1339,3,טב,867,200,667,0.647498,10,43,0,0,0,0,867,0,0,0,0,9,4,167,2,2,0,0,0,3,0,0,4,200,0,28
K20,loc:1334,locality,loc:1334,1334,ראס אל-עין,1,1,232,140,138,2,ודעם,121,11,110,0.876812,11,0,121,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,1,0,0,0,0
K20,loc:1335,locality,loc:1335,1335,ערב אל נעים,1,1,389,238,231,7,מחל,177,35,142,0.766234,2,0,35,0,0,0,0,1,0,0,0,1,2,177,1,0,1,2,6,1,0,0,0,0,0,2
K20,loc:1337,locality,loc:1337,1337,שמשית,3,3,1531,1258,1256,2,אמת,638,247,391,0.507962,638,6,0,0,0,1,40,0,0,0,0,55,13,110,132,1,0,0,0,247,0,0,7,3,0,3
K20,loc:1338,locality,loc:1338,1338,כדיתה,1,1,107,65,65,0,מרצ,11,10,1,0.169231,10,7,0,0,0,0,7,0,0,0,0,5,1,5,11,1,0,0,0,0,0,0,9,8,0,1
K20,loc:134,locality,loc:134,134,יפעת,2,2,712,552,552,0,אמת,358,60,298,0.648551,358,0,0,0,0,0,6,0,0,0,0,22,5,34,55,0,0,0,1,60,0,0,7,2,0,2
K20,loc:1340,locality,loc:1340,1340,מרחב עם,1,1,119,109,109,0,טב,67,21,46,0.614679,0,0,0,0,0,0,67,0,0,0,0,0,4,11,0,0,0,0,0,1,0,0,2,21,0,3
K20,loc:1342,locality,loc:1342,1342,אבו קורינאת (יישוב),1,1,154,65,64,1,ודעם,50,4,46,0.78125,4,0,50,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,1,0,2
K20,loc:1343,locality,loc:1343,1343,מכחול,1,1,170,49,48,1,ודעם,30,6,24,0.625,6,0,30,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,5,0,0,0,0,1,0,1
K20,loc:1344,locality,loc:1344,1344,גבעות בר,1,1,310,255,254,1,אמת,80,54,26,0.314961,80,0,2,0,0,0,15,0,0,0,0,24,4,54,11,0,0,1,0,54,0,0,5,2,0,2
K20,loc:1345,locality,loc:1345,1345,צור יצחק,3,3,2072,1845,1840,5,אמת,679,425,254,0.369022,679,5,1,0,0,0,113,0,0,0,0,158,31,279,92,1,0,1,0,425,0,0,27,11,1,16
K20,loc:1346,locality,loc:1346,1346,תרבין א-צאנע (יישוב)*,1,1,176,60,60,0,ודעם,49,3,46,0.816667,1,1,49,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,3
K20,loc:1347,locality,loc:1347,1347,קצר א-סר,1,1,599,355,353,2,ודעם,315,10,305,0.892351,4,0,315,0,0,0,1,0,1,0,4,1,0,3,7,0,0,1,10,1,0,0,1,0,0,4
K20,loc:1348,locality,loc:1348,1348,ביר הדאג',1,1,583,406,399,7,ודעם,389,4,385,0.974937,1,0,389,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4,0,1,0,0,1,0,0
K20,loc:1349,locality,loc:1349,1349,דריג'את,1,1,394,287,285,2,ודעם,190,61,129,0.666667,61,0,190,0,0,0,1,0,0,0,0,16,0,2,1,0,0,1,9,0,0,2,1,0,0,1
K20,loc:135,locality,loc:135,135,רמת דוד,1,1,347,269,267,2,אמת,173,29,144,0.64794,173,0,1,0,1,1,8,0,0,0,0,10,1,16,29,0,0,0,0,23,0,0,2,2,0,0
K20,loc:1358,locality,loc:1358,1358,אום בטין,2,2,1231,595,589,6,ודעם,473,32,441,0.803056,32,0,473,0,2,0,0,0,0,0,0,30,1,5,4,0,0,3,23,4,0,3,0,2,4,3
K20,loc:1359,locality,loc:1359,1359,אל סייד,1,1,369,167,167,0,ודעם,110,23,87,0.658683,23,0,110,0,0,0,1,0,0,0,7,10,0,0,2,0,0,0,2,3,0,0,0,0,0,9
K20,loc:1360,locality,loc:1360,1360,סעוה,1,1,108,59,59,0,ודעם,49,3,46,0.830508,2,0,49,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,2,0,0
K20,loc:1361,locality,loc:1361,1361,בת חן,1,1,500,403,398,5,אמת,230,54,176,0.577889,230,2,1,0,0,1,10,0,0,0,0,22,4,54,18,0,0,0,0,51,0,0,3,2,0,0
K20,loc:1363,locality,loc:1363,1363,בני נצרים,1,1,187,170,170,0,קץ,118,44,74,0.694118,1,2,0,0,0,0,44,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,118,0,1
K20,loc:1366,locality,loc:1366,1366,נווה,1,1,313,286,286,0,קץ,221,60,161,0.772727,0,0,0,0,0,0,60,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,221,0,2
K20,loc:1368,locality,loc:1368,1368,בני דקלים,1,1,225,203,201,2,טב,143,44,99,0.711443,1,0,0,0,1,0,143,0,0,0,0,0,0,10,1,0,0,1,0,0,0,0,0,44,0,0
K20,loc:1369,locality,loc:1369,1369,נטע,1,1,149,139,138,1,טב,120,13,107,0.869565,0,0,0,0,0,0,120,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,1
K20,loc:1370,locality,loc:1370,1370,מצפה אילן,1,1,97,96,96,0,טב,72,17,55,0.75,0,0,1,0,0,0,72,0,0,0,0,0,0,17,0,1,0,0,0,5,0,0,0,0,0,0
K20,loc:1371,locality,loc:1371,1371,גני טל,1,1,321,295,295,0,טב,220,39,181,0.745763,1,4,0,0,0,0,220,0,0,0,0,3,1,39,0,0,0,0,0,6,0,0,1,18,0,2
K20,loc:1372,locality,loc:1372,1372,נצר חזני,1,1,193,170,170,0,טב,75,40,35,0.441176,2,2,0,0,0,0,75,0,0,0,0,6,0,40,0,0,0,0,0,0,0,0,1,37,0,7
K20,loc:1376,locality,loc:1376,1376,באר גנים,1,1,119,101,101,0,מחל,39,35,4,0.386139,1,0,0,0,0,0,35,0,0,0,0,8,0,39,1,0,0,0,0,0,0,0,0,14,0,3
K20,loc:139,locality,loc:139,139,עין שמר,2,2,588,438,438,0,אמת,212,139,73,0.484018,212,0,2,0,0,0,10,0,0,0,0,13,4,14,139,0,0,0,0,30,0,0,13,1,0,0
K20,loc:140,locality,loc:140,140,כפר יהושע,1,1,707,587,585,2,אמת,373,66,307,0.637607,373,0,0,0,0,0,18,0,0,0,0,16,8,30,59,1,0,0,0,66,0,0,12,1,0,1
