election,geography_id,geography_type,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,ודעם,ז,זכ,זן,זץ,טב,י,יז,ינ,יף,יק,כ,כי,כף,ל,מחל,מרצ,נ,נך,נץ,פה,ףז,צ,צן,ץ,ק,קך,קץ,רק,שס
K22,loc:1190,locality,loc:1190,1190,מצפה נטופה,1,1,637,479,478,1,טב,313,63,250,0.654812,29,6,0,0,0,0,1,313,0,0,0,0,0,0,0,18,6,63,5,0,0,0,33,0,0,0,0,0,0,0,2,2
K22,loc:1191,locality,loc:1191,1191,בר יוחאי,1,1,606,421,421,0,טב,136,124,12,0.32304,0,37,0,0,0,0,0,136,0,1,0,0,0,0,0,55,0,124,0,0,0,0,3,0,0,0,0,0,0,0,5,60
K22,loc:1192,locality,loc:1192,1192,ערערה-בנגב,13,13,8377,4387,4356,31,ודעם,3975,111,3864,0.912534,38,2,3975,2,1,0,3,11,1,1,1,3,3,0,10,3,19,67,37,3,33,0,111,1,1,2,2,0,3,3,3,17
K22,loc:1195,locality,loc:1195,1195,ניצנה (קהילת חינוך),1,1,240,83,83,0,פה,35,13,22,0.421687,6,0,4,0,0,0,1,12,0,0,1,0,0,0,0,0,8,13,2,0,0,0,35,0,0,0,0,1,0,0,0,0
K22,loc:1197,locality,loc:1197,1197,נאות סמדר,1,1,261,159,159,0,פה,64,56,8,0.402516,15,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,4,13,56,0,0,0,64,0,0,0,0,0,0,0,0,1
K22,loc:1198,locality,loc:1198,1198,כרמים,1,1,211,231,231,0,פה,64,62,2,0.277056,33,0,1,0,0,0,0,37,0,1,0,0,0,0,0,1,0,62,29,0,0,0,64,0,0,0,0,0,0,0,0,3
K22,loc:1199,locality,loc:1199,1199,עדי,2,2,1490,1128,1125,3,פה,699,201,498,0.621333,64,4,1,0,0,0,0,39,0,3,1,0,0,0,0,3,71,201,37,0,0,0,699,0,0,0,0,0,0,0,0,2
K22,loc:1200,locality,loc:1200,1200,מודיעין-מכבים-רעות*,98,98,62167,47408,47271,137,פה,20289,10791,9498,0.429206,3578,321,68,11,1,0,49,5223,4,52,1,1,4,0,2,581,2593,10791,2718,4,5,0,20289,11,15,6,4,7,3,4,21,904
K22,loc:1201,locality,loc:1201,1201,כמון,1,1,529,393,391,2,פה,209,110,99,0.534527,41,1,2,0,0,0,0,7,0,0,0,0,0,0,0,0,6,15,110,0,0,0,209,0,0,0,0,0,0,0,0,0
K22,loc:1202,locality,loc:1202,1202,מכמנים,1,1,358,263,263,0,פה,144,55,89,0.547529,24,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,9,24,55,0,0,0,144,0,0,0,0,0,0,0,0,0
K22,loc:1203,locality,loc:1203,1203,הררית,1,1,343,253,253,0,פה,126,77,49,0.498024,23,1,4,0,0,0,0,2,0,2,0,0,0,0,0,0,2,15,77,0,0,0,126,0,0,0,0,0,1,0,0,0
K22,loc:1204,locality,loc:1204,1204,גילון,2,2,889,664,664,0,פה,400,78,322,0.60241,48,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,44,78,75,0,0,0,400,1,0,0,0,0,1,0,0,1
K22,loc:1205,locality,loc:1205,1205,מנות,1,1,345,263,259,4,מחל,129,52,77,0.498069,21,1,0,0,0,0,4,20,0,0,0,0,0,0,0,3,9,129,7,0,0,0,52,0,1,0,0,0,0,0,0,12
K22,loc:1206,locality,loc:1206,1206,גיתה,1,1,201,137,132,5,פה,42,29,13,0.318182,10,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,29,29,17,0,0,0,42,0,0,0,0,0,0,0,0,0
K22,loc:1207,locality,loc:1207,1207,לבון,1,1,431,326,325,1,פה,168,76,92,0.516923,18,0,1,0,0,0,0,7,0,0,0,0,0,0,0,4,21,76,30,0,0,0,168,0,0,0,0,0,0,0,0,0
K22,loc:1208,locality,loc:1208,1208,הילה,1,1,483,341,341,0,פה,168,73,95,0.492669,49,0,1,0,0,0,0,7,0,2,0,0,0,0,0,1,11,27,73,0,0,0,168,0,0,0,0,0,0,0,0,2
K22,loc:1209,locality,loc:1209,1209,חרשים,1,1,223,172,172,0,מרצ,81,53,28,0.47093,20,2,9,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,81,0,0,0,53,0,0,0,0,0,0,0,0,0
K22,loc:1210,locality,loc:1210,1210,כחל,1,1,350,254,254,0,פה,140,47,93,0.551181,47,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,8,26,21,0,0,0,140,0,0,0,0,0,0,0,0,3
K22,loc:1211,locality,loc:1211,1211,קדרים,1,1,180,123,123,0,פה,62,25,37,0.504065,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,25,0,0,0,62,0,0,0,0,0,0,0,0,0
K22,loc:1212,locality,loc:1212,1212,עמוקה,1,1,139,103,102,1,פה,51,18,33,0.5,9,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,12,18,0,0,0,51,0,0,0,0,0,0,0,0,1
K22,loc:1213,locality,loc:1213,1213,צבעון,1,1,150,120,118,2,מרצ,49,35,14,0.415254,8,1,1,1,1,0,1,7,0,1,0,0,0,0,0,0,5,8,49,0,0,0,35,0,0,0,0,0,0,0,0,0
K22,loc:1214,locality,loc:1214,1214,טפחות,1,1,245,199,199,0,מחל,84,81,3,0.422111,1,2,0,0,0,0,0,81,0,0,0,0,0,0,0,12,1,84,0,0,0,0,1,0,1,0,0,0,0,0,0,16
K22,loc:1219,locality,loc:1219,1219,גורנות הגליל,1,1,164,106,106,0,מחל,47,31,16,0.443396,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,47,1,0,0,0,31,0,0,0,0,0,0,0,0,14
K22,loc:122,locality,loc:122,122,רמת ישי,8,8,5665,4199,4190,9,פה,2058,1044,1014,0.491169,345,15,1,0,1,0,2,152,0,3,0,0,0,0,0,50,226,1044,235,0,0,0,2058,1,1,1,1,3,1,0,2,48
K22,loc:1220,locality,loc:1220,1220,אבירים,1,1,195,135,135,0,פה,64,48,16,0.474074,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,3,48,0,0,0,64,0,0,0,0,0,0,0,0,2
K22,loc:1221,locality,loc:1221,1221,צורית,1,1,711,541,540,1,פה,332,51,281,0.614815,51,2,1,0,0,0,0,18,0,3,0,0,0,0,0,0,42,44,45,0,0,0,332,0,0,0,0,0,0,0,0,2
K22,loc:1222,locality,loc:1222,1222,"מצפה אבי""ב",1,1,716,547,547,0,פה,329,70,259,0.601463,59,1,1,0,0,0,0,24,0,0,0,0,0,0,0,1,16,42,70,0,0,0,329,0,0,0,0,0,0,0,0,4
K22,loc:1223,locality,loc:1223,1223,שדי אברהם,1,1,250,179,179,0,פה,102,17,85,0.569832,17,0,0,0,0,0,14,11,0,0,0,0,0,0,0,3,9,15,7,0,0,0,102,0,0,0,0,0,0,0,0,1
K22,loc:1224,locality,loc:1224,1224,כוכב יאיר,12,12,7737,5825,5813,12,פה,3002,855,2147,0.516429,483,17,5,1,0,0,6,582,0,1,0,0,0,0,0,34,305,855,494,2,1,0,3002,1,0,1,0,0,0,0,0,23
K22,loc:1226,locality,loc:1226,1226,יובלים,2,2,985,768,768,0,פה,457,144,313,0.595052,89,1,4,0,0,0,0,17,0,1,0,0,0,0,0,2,25,27,144,0,0,0,457,1,0,0,0,0,0,0,0,0
K22,loc:1227,locality,loc:1227,1227,יתד,1,1,332,246,243,3,פה,84,72,12,0.345679,16,2,0,0,0,0,29,16,0,1,0,0,0,0,0,7,11,72,2,0,0,0,84,0,0,0,0,0,0,0,0,3
K22,loc:1228,locality,loc:1228,1228,רקפת,1,1,787,640,637,3,פה,362,83,279,0.568289,64,0,2,0,0,0,0,19,0,0,0,0,0,0,0,3,24,75,83,1,0,0,362,0,0,1,0,0,0,0,0,3
K22,loc:1229,locality,loc:1229,1229,כלנית,1,1,186,154,154,0,מחל,105,17,88,0.681818,2,4,0,0,0,0,1,17,0,0,0,0,0,0,0,5,1,105,0,0,0,0,1,0,0,0,0,0,0,0,1,17
K22,loc:1230,locality,loc:1230,1230,לבנים,1,1,324,226,226,0,פה,75,74,1,0.331858,19,4,1,0,0,0,14,8,0,0,0,0,0,0,0,7,9,74,12,0,0,0,75,0,0,0,0,0,0,0,0,3
K22,loc:1231,locality,loc:1231,1231,פרי גן,1,1,164,115,115,0,זץ,37,28,9,0.321739,10,0,0,0,0,0,37,13,0,0,0,0,0,0,0,0,2,23,1,0,0,0,28,0,0,0,0,0,0,0,0,1
K22,loc:1232,locality,loc:1232,1232,יבול,1,1,203,156,156,0,פה,66,22,44,0.423077,12,1,0,0,0,0,10,14,0,1,0,0,0,0,0,2,11,15,22,0,0,0,66,0,0,0,0,0,0,0,0,2
K22,loc:1233,locality,loc:1233,1233,שקף,1,1,277,222,222,0,פה,108,30,78,0.486486,30,0,0,2,0,0,13,9,0,0,0,0,0,0,0,2,7,30,21,0,0,0,108,0,0,0,0,0,0,0,0,0
K22,loc:1235,locality,loc:1235,1235,שורשים,1,1,401,283,283,0,פה,152,40,112,0.537102,23,0,4,0,0,0,1,8,0,1,0,0,0,0,0,0,14,39,40,0,0,0,152,0,0,0,0,0,0,0,0,1
K22,loc:1236,locality,loc:1236,1236,נירית,2,2,837,623,621,2,פה,388,77,311,0.624799,77,1,2,0,0,0,3,11,0,1,0,0,0,0,0,2,22,42,70,0,0,0,388,0,0,0,0,0,0,0,0,2
K22,loc:1237,locality,loc:1237,1237,תלמי יוסף,1,1,264,163,162,1,פה,87,21,66,0.537037,13,0,1,0,0,0,6,10,0,0,0,0,0,0,0,0,9,21,15,0,0,0,87,0,0,0,0,0,0,0,0,0
K22,loc:1238,locality,loc:1238,1238,סופה,1,1,183,111,111,0,פה,68,12,56,0.612613,10,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,9,7,12,0,0,0,68,1,0,0,0,0,0,0,0,0
K22,loc:1239,locality,loc:1239,1239,חולית,1,1,132,91,91,0,פה,38,25,13,0.417582,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,5,12,7,0,0,0,38,1,0,0,0,0,0,0,0,0
K22,loc:1240,locality,loc:1240,1240,עין הבשור,1,1,725,553,553,0,פה,277,75,202,0.500904,60,0,0,0,0,0,19,33,0,0,0,0,0,0,0,6,30,75,45,0,0,0,277,0,0,0,0,0,1,0,0,7
K22,loc:1241,locality,loc:1241,1241,דקל,1,1,265,170,170,0,פה,76,37,39,0.447059,21,0,0,0,0,0,18,7,1,0,0,0,0,0,0,1,4,37,5,0,0,0,76,0,0,0,0,0,0,0,0,0
K22,loc:1242,locality,loc:1242,1242,נתיב העשרה,1,1,674,528,526,2,פה,281,77,204,0.534221,48,0,1,0,1,0,17,32,0,0,0,0,0,0,0,10,27,77,25,0,0,0,281,0,0,0,0,1,0,0,0,6
K22,loc:1243,locality,loc:1243,1243,קציר,4,4,2224,1554,1552,2,פה,689,244,445,0.443943,169,7,29,1,0,0,2,45,0,2,0,0,0,0,0,12,132,244,202,0,0,0,689,1,2,0,0,1,1,1,0,12
K22,loc:1244,locality,loc:1244,1244,תמרת,2,2,1184,900,900,0,פה,524,135,389,0.582222,123,2,7,0,0,0,0,13,0,0,0,0,0,0,0,2,30,59,135,0,0,0,524,0,0,1,0,0,0,0,0,4
K22,loc:1245,locality,loc:1245,1245,סלמה,3,3,2212,1233,1224,9,ודעם,851,195,656,0.695261,7,3,851,0,0,0,0,0,0,0,1,0,0,0,3,3,0,28,8,0,0,0,195,0,1,0,0,3,0,0,0,121
K22,loc:1246,locality,loc:1246,1246,עראמשה*,2,2,1020,309,306,3,ודעם,182,48,134,0.594771,27,1,182,0,0,0,0,2,0,1,0,0,0,0,0,0,1,16,8,0,0,0,48,0,1,0,2,2,0,0,0,15
K22,loc:1247,locality,loc:1247,1247,חריש,9,9,5749,4292,4280,12,מחל,1052,931,121,0.245794,126,128,35,0,1,0,4,762,0,7,0,0,1,0,2,219,360,1052,106,0,0,0,931,1,2,1,0,0,1,1,6,534
K22,loc:1248,locality,loc:1248,1248,אליפז,1,1,111,68,68,0,פה,38,11,27,0.558824,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,5,11,0,0,0,38,0,0,0,0,0,0,0,0,0
K22,loc:1249,locality,loc:1249,1249,הרדוף,1,1,412,322,313,9,מרצ,140,100,40,0.447284,51,1,14,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,140,1,0,0,100,0,0,0,0,0,0,0,0,0
K22,loc:1251,locality,loc:1251,1251,עין תמר,1,1,144,79,79,0,פה,41,16,25,0.518987,1,0,0,0,0,0,16,4,0,0,0,0,0,0,0,1,1,14,1,0,0,0,41,0,0,0,0,0,0,0,0,0
K22,loc:1252,locality,loc:1252,1252,כורזים,1,1,339,225,225,0,פה,105,32,73,0.466667,32,5,1,0,0,0,2,10,0,0,0,0,0,0,0,1,11,26,32,0,0,0,105,0,0,0,0,0,0,0,0,0
K22,loc:1253,locality,loc:1253,1253,אמנון,1,1,268,197,197,0,מחל,74,44,30,0.375635,22,3,0,0,0,0,1,16,0,1,0,0,0,0,0,3,15,74,10,0,0,0,44,0,0,0,0,0,0,0,2,6
K22,loc:1254,locality,loc:1254,1254,נטף,1,1,356,281,280,1,מרצ,128,84,44,0.457143,44,0,8,0,1,0,0,8,0,0,0,0,0,0,0,0,2,4,128,0,0,0,84,1,0,0,0,0,0,0,0,0
K22,loc:1255,locality,loc:1255,1255,לוטן,1,1,159,90,90,0,פה,41,27,14,0.455556,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,27,2,0,0,41,0,0,0,0,0,0,0,0,0
K22,loc:1256,locality,loc:1256,1256,אשרת,1,1,419,296,294,2,מחל,151,60,91,0.513605,22,4,0,1,0,0,0,16,0,2,0,0,0,0,0,4,20,151,6,1,0,0,60,0,0,0,0,0,0,0,0,7
K22,loc:1257,locality,loc:1257,1257,חנתון,1,1,529,401,400,1,פה,186,73,113,0.465,52,1,3,1,0,0,0,14,0,1,0,0,0,0,0,2,13,73,53,0,0,0,186,0,0,0,0,0,0,0,0,1
K22,loc:1258,locality,loc:1258,1258,מסד,1,1,384,268,268,0,פה,128,74,54,0.477612,74,0,0,0,0,0,2,6,0,1,0,0,0,0,0,5,6,29,16,0,0,0,128,0,0,0,0,0,0,0,1,0
K22,loc:1259,locality,loc:1259,1259,נווה שלום,1,1,213,168,168,0,ודעם,101,36,65,0.60119,18,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,0,2,0,10,0,0,0,0,0,0,0,0,0
K22,loc:126,locality,loc:126,126,שריד,2,2,752,549,546,3,פה,255,158,97,0.467033,66,1,2,0,0,0,0,6,0,0,0,0,0,0,0,3,26,25,158,0,0,0,255,1,0,0,0,0,0,0,1,2
K22,loc:1260,locality,loc:1260,1260,רתמים,1,1,216,180,180,0,טב,114,21,93,0.633333,14,0,0,0,0,0,0,114,0,0,0,0,0,0,0,10,0,19,2,0,0,0,21,0,0,0,0,0,0,0,0,0
K22,loc:1261,locality,loc:1261,1261,הר עמשא,1,1,107,70,70,0,פה,21,14,7,0.3,10,0,1,0,0,0,2,5,0,1,0,0,0,0,0,1,6,9,14,0,0,0,21,0,0,0,0,0,0,0,0,0
K22,loc:1262,locality,loc:1262,1262,צוקים,1,1,178,130,130,0,פה,65,38,27,0.5,11,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1,1,9,38,0,0,0,65,0,0,0,0,0,0,0,0,0
K22,loc:1263,locality,loc:1263,1263,כפר ורדים,8,8,4673,3312,3300,12,פה,1702,445,1257,0.515758,327,6,31,1,1,0,3,118,0,2,0,0,1,0,0,30,185,430,445,1,0,0,1702,0,0,1,0,0,0,0,3,13
K22,loc:1264,locality,loc:1264,1264,כרמי יוסף,3,3,1420,1075,1074,1,פה,583,168,415,0.542831,91,6,3,0,0,0,9,31,0,1,0,0,0,0,0,2,47,130,168,0,0,0,583,0,0,0,0,0,0,1,0,2
K22,loc:1265,locality,loc:1265,1265,שומרייה,1,1,336,279,278,1,טב,181,52,129,0.651079,1,52,0,0,0,0,0,181,0,0,0,0,0,0,0,28,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,4
K22,loc:1266,locality,loc:1266,1266,שחרות,1,1,118,69,69,0,פה,31,17,14,0.449275,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,6,17,0,0,0,31,0,0,0,0,0,0,0,0,0
K22,loc:1268,locality,loc:1268,1268,מיתר,11,11,6968,5184,5173,11,פה,2110,1303,807,0.407887,434,12,32,2,0,0,5,626,1,6,0,0,0,0,0,65,230,1303,263,2,2,0,2110,3,1,0,0,0,0,0,2,74
K22,loc:127,locality,loc:127,127,רמת רחל,1,1,358,284,284,0,פה,175,37,138,0.616197,37,0,0,0,0,0,0,6,0,1,0,0,0,0,0,3,10,23,27,0,0,0,175,0,0,0,0,0,0,0,0,2
K22,loc:1271,locality,loc:1271,1271,להבים,8,8,4915,3729,3720,9,פה,1784,834,950,0.47957,384,8,48,0,1,0,8,162,0,3,0,0,0,0,0,23,161,834,280,0,0,0,1784,0,0,0,0,0,0,0,1,23
K22,loc:1272,locality,loc:1272,1272,חלוץ,1,1,412,272,272,0,פה,142,71,71,0.522059,29,0,3,0,0,0,1,5,0,0,0,0,0,0,0,0,4,16,71,0,0,0,142,0,0,0,0,0,0,0,0,1
K22,loc:1274,locality,loc:1274,1274,גן נר,3,3,2106,1502,1487,15,פה,606,533,73,0.407532,98,5,3,0,0,0,8,78,0,2,0,0,0,0,0,6,63,533,60,0,0,0,606,0,0,0,0,0,0,0,1,24
K22,loc:1275,locality,loc:1275,1275,אבטליון,1,1,305,233,233,0,פה,135,36,99,0.579399,17,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,7,17,36,0,0,0,135,0,0,0,0,0,0,0,0,0
K22,loc:128,locality,loc:128,128,גת רימון,1,1,198,147,147,0,פה,66,29,37,0.44898,13,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,8,29,15,1,1,0,66,0,0,0,0,0,0,0,0,3
K22,loc:1280,locality,loc:1280,1280,ניצני סיני,1,1,202,121,121,0,פה,54,18,36,0.446281,16,0,0,0,0,0,9,8,0,1,0,0,0,0,0,0,7,18,7,0,0,0,54,0,0,0,0,0,0,0,0,1
K22,loc:1282,locality,loc:1282,1282,מירב,1,1,379,285,285,0,טב,213,37,176,0.747368,3,1,0,0,0,0,0,213,0,0,0,0,0,0,0,6,0,37,3,0,0,0,16,0,0,0,0,1,0,1,0,4
K22,loc:1283,locality,loc:1283,1283,תל תאומים,1,1,328,233,233,0,מחל,145,33,112,0.622318,5,1,1,0,0,0,0,33,0,1,0,0,0,0,0,9,0,145,0,0,0,0,14,0,2,0,0,0,0,1,0,21
K22,loc:1284,locality,loc:1284,1284,נופית,3,3,2008,1513,1512,1,פה,946,196,750,0.625661,122,4,1,0,0,0,1,24,0,2,0,0,0,0,0,5,86,196,118,1,0,0,946,0,0,0,0,0,0,0,1,5
K22,loc:1285,locality,loc:1285,1285,כרכום,1,1,462,318,317,1,פה,173,62,111,0.545741,37,0,0,0,0,0,1,13,0,1,0,0,0,0,0,2,9,62,12,0,0,0,173,1,0,0,0,0,0,0,2,4
K22,loc:1286,locality,loc:1286,1286,שגב-שלום,7,7,4988,3057,3024,33,ודעם,2898,34,2864,0.958333,4,1,2898,0,1,0,1,2,0,0,1,0,3,0,12,2,13,20,14,2,3,0,34,2,0,1,1,2,1,2,1,3
K22,loc:1287,locality,loc:1287,1287,שני,1,1,467,329,327,2,פה,76,74,2,0.232416,13,1,0,0,0,0,1,74,0,2,0,0,0,0,0,16,48,73,10,10,0,0,76,0,0,0,0,0,0,0,1,2
K22,loc:1288,locality,loc:1288,1288,גבעת אלה,3,3,1628,1204,1204,0,פה,728,204,524,0.604651,101,5,3,0,0,0,1,20,0,2,0,0,0,0,0,3,37,97,204,0,0,0,728,0,0,0,0,0,0,0,0,3
K22,loc:1290,locality,loc:1290,1290,זמר,7,7,4674,2858,2841,17,ודעם,2637,62,2575,0.928194,16,0,2637,0,0,0,0,3,1,1,0,0,0,0,19,2,1,8,62,0,7,0,50,0,1,0,1,3,2,0,0,27
K22,loc:1291,locality,loc:1291,1291,כמהין,1,1,233,179,177,2,פה,76,27,49,0.429379,27,0,0,0,0,0,10,18,0,0,0,0,0,0,0,3,9,13,21,0,0,0,76,0,0,0,0,0,0,0,0,0
K22,loc:1292,locality,loc:1292,1292,ג'דיידה-מכר,20,20,14283,9027,8967,60,ודעם,8445,110,8335,0.941787,83,1,8445,0,2,0,3,11,2,3,3,1,3,0,110,4,6,35,78,0,3,0,96,2,2,4,1,10,8,5,2,44
K22,loc:1293,locality,loc:1293,1293,גבעת אבני,3,3,1668,1158,1153,5,פה,435,434,1,0.377277,74,9,1,0,0,0,0,71,0,0,0,0,0,0,0,12,44,434,25,0,0,0,435,0,1,1,0,0,0,0,3,43
K22,loc:1294,locality,loc:1294,1294,אור הגנוז,1,1,272,183,182,1,ג,81,55,26,0.445055,0,81,0,0,0,0,0,2,0,0,0,0,0,0,0,21,0,21,0,0,0,0,2,0,0,0,0,0,0,0,0,55
K22,loc:1295,locality,loc:1295,1295,יאנוח-ג'ת,6,6,4536,2602,2580,22,פה,985,722,263,0.381783,59,0,61,2,1,0,1,79,0,0,0,0,0,0,0,1,508,722,33,0,0,0,985,0,0,1,0,1,0,0,2,124
K22,loc:1296,locality,loc:1296,1296,כסרא-סמיע,9,9,5608,1807,1793,14,פה,706,389,317,0.393753,246,1,123,0,0,0,0,159,0,0,1,0,0,0,2,13,389,71,75,0,0,0,706,0,0,1,0,0,2,1,0,3
K22,loc:1297,locality,loc:1297,1297,כפר חנניה,1,1,522,387,386,1,מחל,157,108,49,0.406736,25,2,0,0,0,0,2,43,0,0,0,0,0,0,0,7,17,157,15,0,0,0,108,0,0,0,0,0,0,0,0,10
K22,loc:13,locality,loc:13,13,חצבה,1,1,502,373,373,0,פה,216,32,184,0.579088,24,2,0,0,0,0,31,17,0,1,0,0,0,0,0,4,18,25,32,0,0,0,216,0,0,0,0,2,0,0,0,1
K22,loc:130,locality,loc:130,130,משמר העמק,2,2,951,719,719,0,פה,291,268,23,0.404729,132,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,16,268,0,0,0,291,1,0,0,0,0,0,0,1,0
K22,loc:1303,locality,loc:1303,1303,חורה,12,12,7858,3543,3504,39,ודעם,2953,169,2784,0.842751,169,1,2953,0,2,0,2,2,1,3,0,5,0,0,5,1,4,47,62,17,63,0,129,0,3,0,4,4,4,6,1,16
K22,loc:1304,locality,loc:1304,1304,שוהם,27,27,15567,11955,11937,18,פה,5647,2612,3035,0.473067,907,31,9,3,0,0,17,1291,0,8,0,0,0,0,0,126,503,2612,563,1,0,0,5647,4,1,0,0,0,0,0,2,212
K22,loc:1309,locality,loc:1309,1309,אלעד,32,32,20458,17547,17433,114,שס,8628,6353,2275,0.494923,13,6353,0,0,0,0,2,753,1,1,0,1,0,0,0,622,10,986,4,0,0,0,53,2,2,0,0,0,0,0,2,8628
K22,loc:1310,locality,loc:1310,1310,לפיד,3,3,1813,1376,1374,2,פה,698,232,466,0.508006,141,23,4,0,0,0,5,75,0,1,0,0,0,0,0,13,61,232,110,0,0,0,698,1,1,0,0,1,0,0,0,8
K22,loc:1311,locality,loc:1311,1311,אבשלום,1,1,247,157,155,2,ל,78,35,43,0.503226,3,3,0,0,0,0,2,0,0,0,0,1,0,0,0,2,78,35,3,1,1,0,26,0,0,0,0,0,0,0,0,0
K22,loc:1313,locality,loc:1313,1313,פורייה עילית,2,2,855,558,553,5,מחל,253,132,121,0.457505,39,5,6,0,0,0,0,25,0,2,0,0,0,0,0,10,45,253,13,0,0,0,132,0,0,0,0,0,0,0,10,13
K22,loc:1314,locality,loc:1314,1314,נווה זיו,1,1,532,406,404,2,פה,171,110,61,0.423267,32,0,1,0,0,0,0,30,0,1,0,0,0,0,0,6,24,110,14,0,0,0,171,0,0,0,0,0,0,0,0,15
K22,loc:1315,locality,loc:1315,1315,מתן,4,4,2526,1902,1895,7,פה,1091,284,807,0.575726,179,4,3,0,1,0,5,48,0,2,0,0,0,0,0,6,89,284,168,0,0,0,1091,0,0,1,0,0,0,1,0,13
K22,loc:1316,locality,loc:1316,1316,אל -עריאן,1,1,127,91,90,1,ודעם,73,7,66,0.811111,4,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,0,0,0,2,0,1,0,0,0,0,0,0,0
K22,loc:1317,locality,loc:1317,1317,דמיידה,1,1,315,200,199,1,ודעם,165,14,151,0.829146,0,0,165,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,12,0,0,0,14,0,0,0,0,0,0,1,0,0
K22,loc:1319,locality,loc:1319,1319,בת חפר,6,6,4009,2929,2923,6,פה,1652,491,1161,0.565173,251,13,4,0,0,0,4,104,0,6,0,0,0,0,0,23,143,491,203,1,0,0,1652,1,0,0,0,0,0,0,0,27
K22,loc:132,locality,loc:132,132,כפר ברוך,1,1,362,291,291,0,פה,155,72,83,0.532646,34,1,0,0,0,0,1,3,0,0,0,0,1,0,0,3,10,72,10,0,0,0,155,0,0,0,0,0,0,0,0,1
K22,loc:1320,locality,loc:1320,1320,עין חוד,1,1,193,116,112,4,ודעם,107,4,103,0.955357,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
K22,loc:1321,locality,loc:1321,1321,ח'ואלד,1,1,491,256,252,4,ודעם,200,29,171,0.793651,7,0,200,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,4,0,0,0,29,0,1,0,0,2,1,1,0,2
K22,loc:1323,locality,loc:1323,1323,בת הדר,1,1,502,401,399,2,מחל,165,113,52,0.413534,42,5,1,0,0,0,5,22,0,0,0,0,0,0,0,4,17,165,7,0,0,0,113,0,0,0,0,0,0,0,0,18
K22,loc:1324,locality,loc:1324,1324,ארסוף,1,1,123,74,74,0,פה,37,15,22,0.5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,10,15,0,0,0,37,0,0,0,0,0,0,0,0,0
K22,loc:1326,locality,loc:1326,1326,"בסמ""ה",10,10,6530,3659,3623,36,ודעם,3334,138,3196,0.920232,25,0,3334,0,0,0,0,3,0,1,2,0,0,0,21,3,2,22,138,0,6,0,52,1,1,0,0,3,2,2,1,4
K22,loc:1327,locality,loc:1327,1327,מעלה עירון,16,16,9736,4722,4685,37,ודעם,4430,67,4363,0.945571,28,1,4430,0,0,0,0,1,0,0,0,2,1,0,21,1,3,31,67,1,5,0,46,0,1,1,0,4,1,0,0,40
K22,loc:133,locality,loc:133,133,גבת,1,1,681,560,559,1,פה,316,116,200,0.565295,116,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,8,18,96,0,0,0,316,0,0,0,0,0,0,0,0,0
K22,loc:1330,locality,loc:1330,1330,אחוזת ברק,3,3,1691,1252,1245,7,פה,514,419,95,0.412851,84,2,0,1,1,0,2,52,0,4,0,0,1,0,0,19,85,419,33,0,0,0,514,0,0,1,0,0,0,0,6,21
K22,loc:1331,locality,loc:1331,1331,כמאנה,2,2,1026,556,555,1,ודעם,460,28,432,0.828829,3,9,460,0,0,0,0,2,0,0,0,0,0,0,7,0,1,6,4,2,9,0,28,0,0,0,0,1,0,1,0,22
K22,loc:1332,locality,loc:1332,1332,חוסנייה,1,1,539,275,271,4,ודעם,189,66,123,0.697417,1,0,189,0,1,0,0,0,0,0,0,1,0,0,6,0,0,1,3,0,0,0,66,0,1,0,0,0,1,0,0,1
