election,geography_id,geography_type,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,ינ,יף,יק,יר,כ,כן,ל,מחל,נ,נז,ני,נץ,נק,פה,ףז,ץ,ק,קי,קך,קץ,שס
K23,loc:1197,locality,loc:1197,1197,נאות סמדר,1,1,260,150,149,1,פה,101,28,73,0.677852,28,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,101,0,0,0,0,0,0,1
K23,loc:1198,locality,loc:1198,1198,כרמים,1,1,215,168,167,1,פה,68,43,25,0.407186,43,0,2,0,0,0,34,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,68,0,0,0,0,0,0,0
K23,loc:1199,locality,loc:1199,1199,עדי,2,2,1491,1110,1109,1,פה,735,227,508,0.662759,62,3,0,1,0,0,43,0,0,0,0,0,0,0,0,31,227,1,0,0,0,0,735,0,0,0,0,0,0,6
K23,loc:1200,locality,loc:1200,1200,מודיעין-מכבים-רעות*,100,100,62927,47859,47710,149,פה,21744,13490,8254,0.455754,4176,313,127,48,1,0,4722,2,4,0,3,3,2,8,9,1907,13490,49,7,0,124,3,21744,13,3,1,2,3,7,939
K23,loc:1201,locality,loc:1201,1201,כמון,1,1,536,398,396,2,פה,250,103,147,0.631313,103,2,4,1,0,0,8,0,0,0,0,0,0,0,0,4,19,4,0,0,0,0,250,0,0,0,0,0,0,1
K23,loc:1202,locality,loc:1202,1202,מכמנים,1,1,370,270,270,0,פה,164,54,110,0.607407,54,0,2,1,0,0,8,0,0,0,0,0,0,0,0,7,32,2,0,0,0,0,164,0,0,0,0,0,0,0
K23,loc:1203,locality,loc:1203,1203,הררית,1,1,353,267,264,3,פה,146,82,64,0.55303,82,0,11,0,0,0,3,0,0,0,0,0,0,1,0,1,16,2,0,0,0,0,146,0,0,0,0,1,0,1
K23,loc:1204,locality,loc:1204,1204,גילון,2,2,924,693,693,0,פה,462,100,362,0.666667,73,0,2,0,0,0,26,0,0,0,0,0,0,0,1,29,100,0,0,0,0,0,462,0,0,0,0,0,0,0
K23,loc:1205,locality,loc:1205,1205,מנות,1,1,350,265,265,0,מחל,156,59,97,0.588679,20,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,156,0,0,0,1,0,59,0,0,0,0,0,0,13
K23,loc:1206,locality,loc:1206,1206,גיתה,1,1,203,139,138,1,פה,49,36,13,0.355072,22,1,1,0,0,0,2,0,0,0,0,0,0,0,0,26,36,1,0,0,0,0,49,0,0,0,0,0,0,0
K23,loc:1207,locality,loc:1207,1207,לבון,1,1,447,333,333,0,פה,184,90,94,0.552553,33,2,3,0,0,0,7,0,0,0,0,0,0,0,0,13,90,0,0,0,0,0,184,0,0,0,0,0,0,1
K23,loc:1208,locality,loc:1208,1208,הילה,1,1,487,333,332,1,פה,185,85,100,0.557229,85,1,8,0,0,0,8,0,0,0,0,0,0,0,0,2,38,1,0,0,1,0,185,0,0,0,0,0,0,3
K23,loc:1209,locality,loc:1209,1209,חרשים,1,1,219,166,166,0,אמת,84,58,26,0.506024,84,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,58,0,0,0,0,0,0,1
K23,loc:1210,locality,loc:1210,1210,כחל,1,1,352,256,256,0,פה,166,41,125,0.648438,41,0,3,0,0,0,5,0,0,0,0,0,0,0,0,4,32,0,0,0,0,0,166,0,0,0,0,0,0,5
K23,loc:1211,locality,loc:1211,1211,קדרים,1,1,188,138,138,0,פה,79,41,38,0.572464,41,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,79,0,0,0,0,0,1,0
K23,loc:1212,locality,loc:1212,1212,עמוקה,1,1,143,97,95,2,פה,53,20,33,0.557895,20,0,3,0,0,0,4,0,0,0,0,0,0,0,0,2,11,0,0,0,0,1,53,0,0,0,0,0,0,1
K23,loc:1213,locality,loc:1213,1213,צבעון,1,1,163,138,136,2,אמת,59,57,2,0.433824,59,1,4,0,0,0,8,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,57,0,0,0,0,0,0,0
K23,loc:1214,locality,loc:1214,1214,טפחות,1,1,246,203,203,0,מחל,94,83,11,0.463054,1,2,0,0,0,0,83,0,0,0,0,0,0,0,0,1,94,0,0,0,0,0,3,0,0,0,0,0,0,19
K23,loc:1219,locality,loc:1219,1219,גורנות הגליל,1,1,165,108,107,1,מחל,60,22,38,0.560748,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,60,0,0,0,0,0,22,0,0,0,0,0,0,14
K23,loc:122,locality,loc:122,122,רמת ישי,9,9,5702,4252,4234,18,פה,2203,1284,919,0.520312,359,24,8,1,0,0,122,0,0,0,0,0,0,0,0,158,1284,5,0,0,11,0,2203,3,0,0,1,0,0,55
K23,loc:1220,locality,loc:1220,1220,אבירים,1,1,210,160,159,1,פה,82,58,24,0.515723,58,0,5,0,0,0,2,0,0,0,0,0,0,0,0,2,7,0,0,0,1,0,82,0,0,0,0,0,0,2
K23,loc:1221,locality,loc:1221,1221,צורית,1,1,721,557,557,0,פה,372,67,305,0.667864,63,4,0,0,1,0,18,0,0,0,0,0,0,0,0,31,67,0,0,0,0,0,372,0,0,0,0,0,0,1
K23,loc:1222,locality,loc:1222,1222,"מצפה אבי""ב",1,1,730,546,546,0,פה,345,88,257,0.631868,88,1,7,1,0,0,25,0,0,0,0,0,0,0,0,7,66,0,0,0,0,0,345,0,0,0,0,0,0,6
K23,loc:1223,locality,loc:1223,1223,שדי אברהם,1,1,251,186,186,0,פה,120,25,95,0.645161,15,0,0,0,0,0,14,0,0,0,0,0,0,0,0,10,25,0,0,0,1,0,120,0,0,0,0,0,0,1
K23,loc:1224,locality,loc:1224,1224,כוכב יאיר,12,12,7703,5775,5765,10,פה,3241,1096,2145,0.562186,653,17,11,6,0,0,486,0,1,0,0,0,0,0,0,218,1096,6,0,0,3,0,3241,0,0,0,0,0,0,27
K23,loc:1226,locality,loc:1226,1226,יובלים,2,2,991,754,753,1,פה,497,172,325,0.660027,172,1,4,2,0,0,17,0,0,0,0,0,0,0,0,17,40,2,0,0,1,0,497,0,0,0,0,0,0,0
K23,loc:1227,locality,loc:1227,1227,יתד,1,1,340,257,252,5,מחל,113,85,28,0.448413,17,1,0,1,0,0,15,0,0,0,0,0,0,0,0,10,113,0,0,0,4,0,85,0,0,0,0,0,0,6
K23,loc:1228,locality,loc:1228,1228,רקפת,1,1,793,589,589,0,פה,378,105,273,0.641766,105,0,5,0,0,0,12,0,0,0,0,0,0,0,0,23,64,1,0,0,0,0,378,0,0,0,0,0,0,1
K23,loc:1229,locality,loc:1229,1229,כלנית,1,1,187,155,155,0,מחל,114,19,95,0.735484,0,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,114,0,0,0,1,0,2,0,0,0,0,0,1,14
K23,loc:1230,locality,loc:1230,1230,לבנים,1,1,322,240,240,0,פה,97,92,5,0.404167,23,0,1,0,0,0,15,0,0,0,0,0,0,0,0,4,92,1,0,0,0,0,97,0,0,0,0,0,0,7
K23,loc:1231,locality,loc:1231,1231,פרי גן,1,1,168,110,110,0,מחל,61,28,33,0.554545,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,61,0,0,0,0,0,28,0,0,0,0,0,0,1
K23,loc:1232,locality,loc:1232,1232,יבול,1,1,204,157,157,0,פה,80,27,53,0.509554,27,1,0,0,0,0,17,0,0,0,0,0,0,0,0,4,24,0,0,0,3,0,80,0,0,0,0,0,0,1
K23,loc:1233,locality,loc:1233,1233,שקף,1,1,293,239,239,0,פה,128,50,78,0.535565,47,0,0,1,0,0,7,0,0,0,0,0,0,0,0,4,50,0,0,0,0,0,128,1,0,0,0,0,0,1
K23,loc:1235,locality,loc:1235,1235,שורשים,1,1,401,283,282,1,פה,175,46,129,0.620567,37,0,4,0,0,0,10,0,0,0,0,0,0,0,0,8,46,0,0,0,0,0,175,1,0,0,0,0,0,1
K23,loc:1236,locality,loc:1236,1236,נירית,2,2,836,645,644,1,פה,451,104,347,0.700311,104,1,2,1,0,0,14,0,0,0,0,0,0,0,0,8,59,0,1,0,0,0,451,1,0,0,0,0,0,2
K23,loc:1237,locality,loc:1237,1237,תלמי יוסף,1,1,269,156,154,2,פה,87,25,62,0.564935,25,0,0,0,0,0,10,0,0,0,0,0,1,0,0,7,24,0,0,0,0,0,87,0,0,0,0,0,0,0
K23,loc:1238,locality,loc:1238,1238,סופה,1,1,186,110,109,1,פה,65,25,40,0.59633,25,1,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,65,0,0,0,0,1,0,2
K23,loc:1239,locality,loc:1239,1239,חולית,1,1,133,96,96,0,פה,45,27,18,0.46875,27,0,0,1,0,0,4,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,45,0,0,0,0,0,0,0
K23,loc:1240,locality,loc:1240,1240,עין הבשור,1,1,725,538,537,1,פה,321,93,228,0.597765,63,0,0,0,0,0,35,0,0,0,0,0,0,0,0,17,93,0,0,0,2,0,321,0,0,0,0,1,0,5
K23,loc:1241,locality,loc:1241,1241,דקל,1,1,270,183,182,1,פה,84,57,27,0.461538,22,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,57,0,0,0,2,0,84,0,0,0,0,0,0,0
K23,loc:1242,locality,loc:1242,1242,נתיב העשרה,1,1,686,524,524,0,פה,287,117,170,0.54771,51,1,2,2,0,0,45,0,0,0,0,0,0,0,0,13,117,0,0,0,1,0,287,0,0,0,0,0,0,5
K23,loc:1243,locality,loc:1243,1243,קציר,4,4,2211,1496,1494,2,פה,740,280,460,0.495315,242,1,41,5,0,0,51,0,0,0,0,0,0,0,0,114,280,1,0,0,3,1,740,1,0,0,0,0,2,12
K23,loc:1244,locality,loc:1244,1244,תמרת,2,2,1164,894,887,7,פה,604,165,439,0.680947,165,3,7,0,0,0,10,0,0,0,0,0,0,0,0,12,82,0,0,0,0,0,604,1,1,0,0,0,0,2
K23,loc:1245,locality,loc:1245,1245,סלמה,4,4,2252,1422,1412,10,ודעם,1234,108,1126,0.873938,5,0,1234,0,0,0,0,0,0,6,0,0,1,1,1,4,22,1,1,0,1,0,108,1,0,1,0,0,3,22
K23,loc:1246,locality,loc:1246,1246,עראמשה*,2,2,1029,549,545,4,ודעם,378,82,296,0.693578,29,0,378,0,0,0,0,0,0,0,0,0,0,0,0,1,37,0,0,0,0,0,82,0,1,0,0,0,0,17
K23,loc:1247,locality,loc:1247,1247,חריש,10,10,7109,5160,5135,25,מחל,1669,1121,548,0.325024,175,159,68,9,0,0,768,1,0,0,0,0,0,1,1,324,1669,8,2,0,64,0,1121,1,0,0,1,2,3,758
K23,loc:1248,locality,loc:1248,1248,אליפז,1,1,113,74,73,1,פה,49,10,39,0.671233,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,49,0,0,0,0,0,0,0
K23,loc:1249,locality,loc:1249,1249,הרדוף,1,1,405,314,314,0,אמת,155,130,25,0.493631,155,1,17,0,0,0,2,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,130,0,0,0,0,0,1,0
K23,loc:1251,locality,loc:1251,1251,עין תמר,1,1,147,95,95,0,פה,55,26,29,0.578947,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,26,1,0,0,0,0,55,0,0,0,0,0,0,0
K23,loc:1252,locality,loc:1252,1252,כורזים,1,1,336,216,216,0,פה,125,40,85,0.578704,40,5,1,1,0,0,6,0,0,0,0,0,0,0,0,7,30,1,0,0,0,0,125,0,0,0,0,0,0,0
K23,loc:1253,locality,loc:1253,1253,אמנון,1,1,305,224,224,0,מחל,99,63,36,0.441964,18,3,0,0,0,0,14,0,0,0,0,0,0,0,0,15,99,1,0,0,1,0,63,0,0,0,0,0,0,10
K23,loc:1254,locality,loc:1254,1254,נטף,1,1,345,246,246,0,פה,113,111,2,0.45935,111,0,15,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,113,0,0,0,0,0,0,0
K23,loc:1255,locality,loc:1255,1255,לוטן,1,1,158,87,87,0,אמת,41,31,10,0.471264,41,1,2,0,0,0,2,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,31,0,0,0,0,0,0,0
K23,loc:1256,locality,loc:1256,1256,אשרת,1,1,429,310,309,1,מחל,176,66,110,0.569579,19,4,1,0,0,0,12,0,0,0,0,0,0,0,1,19,176,0,0,0,0,0,66,0,0,0,0,0,0,11
K23,loc:1257,locality,loc:1257,1257,חנתון,1,1,532,402,402,0,פה,217,73,144,0.539801,73,2,10,1,0,0,18,0,0,0,0,0,0,0,0,5,73,0,0,0,2,0,217,0,0,0,0,0,0,1
K23,loc:1258,locality,loc:1258,1258,מסד,1,1,370,266,266,0,פה,141,73,68,0.530075,73,2,0,1,0,0,11,0,0,0,0,0,0,0,0,3,30,0,0,0,4,0,141,0,0,1,0,0,0,0
K23,loc:1259,locality,loc:1259,1259,נווה שלום,1,1,225,171,171,0,ודעם,117,46,71,0.684211,46,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
K23,loc:126,locality,loc:126,126,שריד,2,2,754,539,539,0,פה,323,157,166,0.599258,157,3,4,1,0,0,7,0,0,0,0,0,0,0,0,12,28,1,0,0,0,0,323,1,0,0,0,0,0,2
K23,loc:1260,locality,loc:1260,1260,רתמים,1,1,236,195,193,2,טב,116,33,83,0.601036,8,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,33,1,0,0,6,0,29,0,0,0,0,0,0,0
K23,loc:1261,locality,loc:1261,1261,הר עמשא,1,1,115,82,82,0,פה,31,25,6,0.378049,25,0,1,0,0,0,6,0,1,0,0,2,0,0,0,4,11,0,0,0,0,1,31,0,0,0,0,0,0,0
K23,loc:1262,locality,loc:1262,1262,צוקים,1,1,190,138,138,0,פה,84,32,52,0.608696,32,0,2,0,0,0,6,0,0,0,0,0,0,0,0,1,12,0,0,0,1,0,84,0,0,0,0,0,0,0
K23,loc:1263,locality,loc:1263,1263,כפר ורדים,8,8,4632,3242,3231,11,פה,1906,527,1379,0.58991,490,5,50,2,0,0,95,0,0,0,0,0,0,2,0,127,527,2,0,0,7,0,1906,0,0,0,0,0,0,18
K23,loc:1264,locality,loc:1264,1264,כרמי יוסף,3,3,1413,1079,1079,0,פה,709,149,560,0.65709,149,6,5,1,0,0,29,0,0,0,0,0,0,0,0,31,144,0,0,0,0,0,709,0,0,0,0,1,0,4
K23,loc:1265,locality,loc:1265,1265,שומרייה,1,1,334,279,279,0,טב,170,59,111,0.609319,0,59,0,0,0,0,170,0,0,0,0,0,0,0,0,0,36,0,0,0,2,0,4,0,0,0,0,0,0,8
K23,loc:1266,locality,loc:1266,1266,שחרות,1,1,130,68,68,0,פה,33,22,11,0.485294,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,33,1,0,0,0,0,0,0
K23,loc:1268,locality,loc:1268,1268,מיתר,11,11,7161,5320,5305,15,פה,2265,1699,566,0.426956,457,19,54,1,0,0,557,0,1,1,0,0,0,0,0,160,1699,1,0,0,23,1,2265,0,0,0,0,1,0,65
K23,loc:127,locality,loc:127,127,רמת רחל,1,1,354,290,290,0,פה,186,52,134,0.641379,52,0,4,0,0,0,6,0,0,0,0,0,0,0,0,3,35,0,0,0,0,0,186,0,0,0,0,0,0,4
K23,loc:1271,locality,loc:1271,1271,להבים,8,8,4957,3753,3747,6,פה,1970,982,988,0.525754,440,10,68,0,0,0,140,0,0,0,0,0,0,0,0,103,982,0,0,0,4,0,1970,1,1,0,0,0,1,27
K23,loc:1272,locality,loc:1272,1272,חלוץ,1,1,415,271,270,1,פה,152,88,64,0.562963,88,0,4,0,0,0,4,0,0,0,0,0,0,0,0,2,18,1,0,0,0,0,152,0,0,0,0,0,0,1
K23,loc:1274,locality,loc:1274,1274,גן נר,3,3,2101,1492,1489,3,מחל,628,599,29,0.42176,100,7,2,2,0,0,66,0,0,0,0,0,0,0,0,55,628,1,0,0,3,0,599,0,0,0,0,0,0,26
K23,loc:1275,locality,loc:1275,1275,אבטליון,1,1,308,233,233,0,פה,142,35,107,0.609442,35,0,7,1,0,0,9,0,0,0,0,0,0,0,0,4,25,10,0,0,0,0,142,0,0,0,0,0,0,0
K23,loc:128,locality,loc:128,128,גת רימון,1,1,202,148,148,0,פה,80,36,44,0.540541,20,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,36,0,0,0,1,0,80,0,0,0,0,0,0,3
K23,loc:1280,locality,loc:1280,1280,ניצני סיני,1,1,205,129,129,0,פה,60,26,34,0.465116,22,0,0,0,0,0,10,0,0,0,0,0,0,0,0,11,26,0,0,0,0,0,60,0,0,0,0,0,0,0
K23,loc:1282,locality,loc:1282,1282,מירב,1,1,385,297,297,0,טב,181,84,97,0.609428,3,3,0,0,0,0,181,0,0,0,0,0,0,0,0,0,84,1,0,0,1,0,18,0,0,1,0,0,0,5
K23,loc:1283,locality,loc:1283,1283,תל תאומים,1,1,337,253,250,3,מחל,179,28,151,0.716,1,1,0,0,0,0,28,0,0,0,0,0,0,0,0,1,179,0,0,0,3,0,11,0,0,0,0,0,0,26
K23,loc:1284,locality,loc:1284,1284,נופית,3,3,2028,1540,1539,1,פה,1019,253,766,0.662118,163,5,5,1,0,0,35,0,0,0,0,0,0,0,1,45,253,1,0,0,3,0,1019,0,0,0,1,0,0,7
K23,loc:1285,locality,loc:1285,1285,כרכום,1,1,462,292,292,0,פה,171,68,103,0.585616,39,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,68,0,0,0,0,0,171,0,0,0,0,0,0,2
K23,loc:1286,locality,loc:1286,1286,שגב-שלום,8,8,5146,3375,3347,28,ודעם,3261,16,3245,0.974305,5,10,3261,0,0,0,1,0,0,4,0,1,0,2,0,1,16,3,2,2,2,2,14,1,5,4,1,2,5,3
K23,loc:1287,locality,loc:1287,1287,שני,1,1,466,319,319,0,מחל,89,77,12,0.278997,26,2,0,0,0,0,62,0,1,0,0,0,0,0,0,38,89,0,0,0,10,9,77,1,0,1,0,0,0,3
K23,loc:1288,locality,loc:1288,1288,גבעת אלה,3,3,1610,1212,1212,0,פה,835,201,634,0.688944,201,2,9,0,0,0,21,0,0,0,0,0,0,0,0,29,108,1,0,0,2,0,835,0,0,0,0,0,0,4
K23,loc:1290,locality,loc:1290,1290,זמר,7,7,4720,3236,3209,27,ודעם,3146,17,3129,0.980368,17,1,3146,0,0,0,2,3,1,4,0,1,0,0,0,1,6,0,1,0,2,2,14,1,1,0,1,0,0,5
K23,loc:1291,locality,loc:1291,1291,כמהין,1,1,234,171,169,2,פה,75,40,35,0.443787,40,1,3,0,0,0,16,0,0,0,0,0,0,0,0,7,26,1,0,0,0,0,75,0,0,0,0,0,0,0
K23,loc:1292,locality,loc:1292,1292,ג'דיידה-מכר,20,20,14464,10059,10015,44,ודעם,9806,43,9763,0.979131,43,10,9806,0,1,0,5,1,1,11,2,2,0,0,1,3,32,0,1,1,4,10,39,2,1,4,6,5,6,18
K23,loc:1293,locality,loc:1293,1293,גבעת אבני,3,3,1676,1154,1152,2,מחל,491,439,52,0.426215,50,12,2,1,0,0,61,0,0,0,0,0,0,0,0,41,491,1,0,0,7,0,439,1,0,0,0,0,0,46
K23,loc:1294,locality,loc:1294,1294,אור הגנוז,1,1,281,184,184,0,ג,83,58,25,0.451087,2,83,0,0,0,0,3,0,0,0,0,0,0,0,0,0,31,0,0,0,6,0,1,0,0,0,0,0,0,58
K23,loc:1295,locality,loc:1295,1295,יאנוח-ג'ת,6,6,4569,2613,2592,21,פה,1009,841,168,0.389275,51,3,97,0,0,0,19,1,0,1,0,0,0,0,1,472,841,0,0,0,0,1,1009,0,0,0,0,1,0,95
K23,loc:1296,locality,loc:1296,1296,כסרא-סמיע,9,9,5682,3462,3427,35,מחל,1328,895,433,0.387511,363,1,288,0,0,0,59,0,1,0,0,0,0,1,1,477,1328,0,0,1,0,1,895,0,0,1,1,2,5,2
K23,loc:1297,locality,loc:1297,1297,כפר חנניה,1,1,525,384,383,1,מחל,176,105,71,0.45953,33,5,2,0,0,0,35,0,0,0,0,0,0,0,0,13,176,1,0,0,0,0,105,0,0,0,0,0,0,13
K23,loc:13,locality,loc:13,13,חצבה,1,1,519,396,391,5,פה,274,45,229,0.700767,45,1,0,0,0,0,25,0,0,0,0,0,1,0,0,12,30,1,0,0,1,0,274,0,0,0,0,0,0,1
K23,loc:130,locality,loc:130,130,משמר העמק,2,2,951,715,715,0,פה,364,322,42,0.509091,322,1,4,0,0,0,4,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,364,0,0,0,0,0,0,0
K23,loc:1303,locality,loc:1303,1303,חורה,13,13,8100,4168,4101,67,ודעם,3757,178,3579,0.916118,50,1,3757,1,0,0,2,0,0,6,1,1,2,2,2,7,178,0,6,2,1,2,68,0,0,3,2,4,0,3
K23,loc:1304,locality,loc:1304,1304,שוהם,27,27,15710,11918,11877,41,פה,5989,3200,2789,0.504252,894,30,15,17,0,0,1166,0,0,0,0,0,1,0,1,282,3200,4,0,0,30,1,5989,3,0,0,0,0,1,243
K23,loc:1309,locality,loc:1309,1309,אלעד,33,33,20909,17906,17816,90,שס,8978,6571,2407,0.503929,11,6571,0,5,0,0,696,0,0,0,0,0,0,1,0,6,1380,0,0,1,116,0,44,0,0,0,0,0,7,8978
K23,loc:1310,locality,loc:1310,1310,לפיד,3,3,1806,1331,1330,1,פה,737,302,435,0.554135,172,2,12,1,0,0,48,0,0,0,0,0,0,0,0,40,302,1,0,0,6,0,737,2,0,0,0,0,0,7
K23,loc:1311,locality,loc:1311,1311,אבשלום,1,1,250,158,157,1,ל,74,41,33,0.471338,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,74,41,1,0,0,0,0,35,0,0,0,0,0,0,0
K23,loc:1313,locality,loc:1313,1313,פורייה עילית,2,2,870,575,571,4,מחל,298,149,149,0.521891,33,6,14,2,0,0,21,0,0,0,0,2,0,0,0,23,298,0,0,0,4,0,149,0,0,0,0,0,0,19
K23,loc:1314,locality,loc:1314,1314,נווה זיו,1,1,532,401,398,3,פה,172,138,34,0.432161,28,1,2,5,0,0,19,0,0,0,0,0,0,0,0,13,138,0,0,0,4,0,172,0,0,0,0,0,1,15
K23,loc:1315,locality,loc:1315,1315,מתן,4,4,2562,1936,1931,5,פה,1215,333,882,0.629208,249,2,1,2,0,0,47,1,0,0,0,0,0,0,0,66,333,1,0,0,1,0,1215,0,0,0,0,0,0,13
K23,loc:1316,locality,loc:1316,1316,אל -עריאן,1,1,127,104,103,1,ודעם,102,1,101,0.990291,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K23,loc:1317,locality,loc:1317,1317,דמיידה,1,1,318,239,238,1,ודעם,213,17,196,0.894958,1,0,213,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,17,0,0,0,1,0,0,1
K23,loc:1319,locality,loc:1319,1319,בת חפר,6,6,4044,2932,2925,7,פה,1752,595,1157,0.598974,334,6,9,2,0,0,100,0,1,0,0,0,0,0,0,80,595,3,1,0,6,0,1752,3,0,0,0,1,0,32
K23,loc:132,locality,loc:132,132,כפר ברוך,1,1,370,287,287,0,פה,164,75,89,0.571429,33,3,0,0,0,0,4,0,0,0,0,0,0,0,0,6,75,0,0,0,0,0,164,0,0,0,0,0,0,2
K23,loc:1320,locality,loc:1320,1320,עין חוד,1,1,194,137,137,0,ודעם,136,1,135,0.992701,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
K23,loc:1321,locality,loc:1321,1321,ח'ואלד,1,1,500,273,270,3,ודעם,252,7,245,0.933333,6,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,1,1,0,0,1
K23,loc:1323,locality,loc:1323,1323,בת הדר,1,1,498,397,397,0,מחל,184,119,65,0.463476,30,5,0,0,0,0,17,0,0,0,0,0,0,0,0,15,184,0,0,0,1,0,119,0,0,0,0,0,0,26
K23,loc:1324,locality,loc:1324,1324,ארסוף,1,1,123,72,71,1,פה,41,15,26,0.577465,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,41,0,0,0,0,0,0,0
K23,loc:1326,locality,loc:1326,1326,"בסמ""ה",10,10,6639,4467,4433,34,ודעם,4305,79,4226,0.971126,79,0,4305,1,0,0,0,0,0,6,0,1,0,1,0,1,8,1,1,0,1,0,20,0,1,3,1,0,2,1
K23,loc:1327,locality,loc:1327,1327,מעלה עירון,16,16,9896,6068,6042,26,ודעם,5951,20,5931,0.984939,20,0,5951,0,0,0,3,0,1,7,1,1,1,3,1,0,10,0,2,0,2,6,13,0,1,8,2,1,0,8
K23,loc:133,locality,loc:133,133,גבת,1,1,681,553,551,2,פה,378,131,247,0.686025,131,0,1,0,0,0,2,0,0,0,0,0,0,0,0,8,29,0,0,0,2,0,378,0,0,0,0,0,0,0
K23,loc:1330,locality,loc:1330,1330,אחוזת ברק,3,3,1713,1304,1302,2,מחל,535,516,19,0.410906,87,2,0,3,0,0,46,0,0,0,0,0,0,0,1,83,535,0,0,0,3,0,516,0,0,0,0,0,0,26
K23,loc:1331,locality,loc:1331,1331,כמאנה,2,2,1054,663,659,4,ודעם,631,10,621,0.957511,0,0,631,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,10,0,0,1,1,0,1,10
K23,loc:1332,locality,loc:1332,1332,חוסנייה,1,1,552,338,337,1,ודעם,308,13,295,0.913947,9,0,308,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,13,0,0,0,0,0,1,0
K23,loc:1333,locality,loc:1333,1333,נוף איילון,3,3,1683,1380,1379,1,טב,943,229,714,0.683829,11,73,1,0,0,0,943,0,0,0,0,0,0,0,0,2,229,1,1,0,28,0,26,0,0,0,0,0,0,64
K23,loc:1334,locality,loc:1334,1334,ראס אל-עין,1,1,271,183,180,3,ודעם,121,44,77,0.672222,9,0,121,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,44,0,0,0,0,0,0,0
K23,loc:1335,locality,loc:1335,1335,ערב אל נעים,1,1,517,285,279,6,מחל,117,103,14,0.419355,3,0,103,0,1,0,3,0,1,4,1,0,1,3,0,0,117,0,0,1,3,2,29,0,1,0,0,0,3,3
K23,loc:1336,locality,loc:1336,1336,אירוס,1,1,410,309,309,0,פה,173,96,77,0.559871,24,3,0,0,0,0,5,0,0,0,0,0,0,0,0,7,96,0,0,0,0,0,173,0,0,0,0,0,0,1
K23,loc:1337,locality,loc:1337,1337,שמשית,3,3,1831,1351,1351,0,פה,900,222,678,0.666173,222,5,2,0,0,0,36,0,0,0,0,0,0,0,0,24,155,0,0,0,0,0,900,1,1,0,0,0,0,5
K23,loc:1338,locality,loc:1338,1338,כדיתה,1,1,126,62,60,2,מחל,25,16,9,0.416667,7,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,25,2,0,0,0,0,16,0,0,0,0,0,0,1
K23,loc:134,locality,loc:134,134,יפעת,2,2,829,631,629,2,פה,391,132,259,0.621622,132,2,6,0,0,0,10,0,0,0,0,0,0,0,1,13,70,0,0,0,2,0,391,0,0,0,0,0,0,2
K23,loc:1340,locality,loc:1340,1340,מרחב עם,1,1,202,177,176,1,טב,113,35,78,0.642045,2,5,0,0,0,0,113,0,0,0,0,0,0,0,0,1,35,0,0,0,4,0,8,0,0,0,0,0,0,8
