election,geography_id,geography_type,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,ד,הי,הפ,הק,ו,ז,זה,זך,טב,יק,כן,מחל,מרץ,נ,ני,נץ,נק,עם,פ,פה,פז,פי,פך,פנ,פץ,ץ,צפ,צק,ק,קנ,רק,שס
K19,loc:1186,locality,loc:1186,1186,הושעיה,2,2,1126,924,924,0,טב,522,140,382,0.564935,42,2,0,0,0,0,1,2,0,0,522,0,2,140,9,0,0,23,0,0,0,64,2,0,0,0,0,44,54,0,1,5,0,11
K19,loc:1188,locality,loc:1188,1188,אשחר,1,1,437,363,363,0,אמת,114,86,28,0.31405,114,1,0,0,0,0,4,4,0,1,86,0,0,47,17,0,0,4,0,0,0,56,1,0,0,0,0,12,10,0,0,3,0,3
K19,loc:1190,locality,loc:1190,1190,מצפה נטופה,1,1,475,379,379,0,טב,259,49,210,0.683377,20,2,0,0,0,0,0,0,0,0,259,0,0,49,4,0,0,6,0,0,0,15,0,0,0,0,0,14,2,0,2,0,0,6
K19,loc:1191,locality,loc:1191,1191,בר יוחאי,1,1,354,263,263,0,טב,135,42,93,0.513308,1,16,0,0,0,0,0,0,0,0,135,0,3,42,0,0,0,15,0,0,0,1,3,0,0,0,3,3,0,0,0,1,0,40
K19,loc:1192,locality,loc:1192,1192,ערערה-בנגב,8,8,5796,3798,3784,14,עם,3647,36,3611,0.963795,11,0,36,0,0,1,1,0,0,1,5,0,3,23,5,1,3,2,0,3647,1,8,2,0,0,2,0,1,4,7,1,2,0,17
K19,loc:1197,locality,loc:1197,1197,נאות סמדר,1,1,309,191,191,0,אמת,79,28,51,0.413613,79,0,0,0,0,0,3,6,0,0,2,0,4,17,26,0,0,0,0,0,0,28,0,0,0,0,0,2,15,0,0,8,0,1
K19,loc:1198,locality,loc:1198,1198,כרמים,1,1,111,87,87,0,אמת,24,19,5,0.275862,24,0,0,0,0,0,1,2,0,2,19,0,3,5,11,0,0,0,0,0,0,15,0,0,0,0,0,3,2,0,0,0,0,0
K19,loc:1199,locality,loc:1199,1199,עדי,2,2,1261,940,933,7,פה,320,187,133,0.34298,183,2,0,0,1,0,1,12,0,3,45,0,21,187,34,0,0,11,0,0,0,320,0,0,0,0,0,11,93,0,0,5,0,4
K19,loc:1200,locality,loc:1200,1200,מודיעין-מכבים-רעות*,85,85,50968,40128,39954,174,פה,10797,9002,1795,0.270236,6174,155,3,1,22,1,50,305,0,39,4840,52,906,9002,2288,2,12,422,9,4,1,10797,57,8,0,20,5,751,2693,8,15,356,74,882
K19,loc:1201,locality,loc:1201,1201,כמון,1,1,440,339,338,1,אמת,145,57,88,0.428994,145,1,0,0,0,0,4,11,0,0,11,0,3,20,47,0,0,0,0,0,0,57,0,0,0,0,0,3,29,0,0,3,3,1
K19,loc:1202,locality,loc:1202,1202,מכמנים,1,1,233,190,190,0,אמת,64,52,12,0.336842,64,0,0,0,0,0,0,10,0,1,4,0,0,11,25,0,0,3,0,0,0,52,0,1,0,0,0,3,11,0,0,3,1,1
K19,loc:1203,locality,loc:1203,1203,הררית,1,1,236,164,163,1,אמת,42,36,6,0.257669,42,0,2,0,0,0,2,15,0,0,7,0,0,18,36,0,0,0,0,0,0,13,0,0,0,0,0,7,16,0,1,3,1,0
K19,loc:1204,locality,loc:1204,1204,גילון,2,2,795,629,629,0,פה,195,171,24,0.310016,171,0,0,0,1,0,1,7,0,0,30,0,8,79,48,0,0,5,0,0,0,195,1,0,0,0,0,6,65,0,0,6,4,2
K19,loc:1205,locality,loc:1205,1205,מנות,1,1,296,200,198,2,מחל,53,29,24,0.267677,22,0,0,0,0,0,0,3,0,0,29,0,12,53,11,0,0,2,0,0,0,25,2,0,0,1,0,7,16,0,0,1,0,14
K19,loc:1206,locality,loc:1206,1206,גיתה,1,1,184,137,136,1,מחל,37,20,17,0.272059,19,0,0,0,0,0,5,13,0,0,7,3,1,37,9,0,0,1,0,0,0,20,1,0,0,0,0,2,8,0,0,8,2,0
K19,loc:1207,locality,loc:1207,1207,לבון,1,1,314,242,242,0,פה,74,53,21,0.305785,53,0,0,0,0,0,0,0,0,0,17,0,3,45,16,0,0,1,0,0,0,74,0,0,0,0,0,1,26,0,1,2,1,2
K19,loc:1208,locality,loc:1208,1208,הילה,1,1,422,314,312,2,אמת,118,58,60,0.378205,118,1,0,0,0,0,3,8,0,0,12,0,2,17,51,0,0,0,0,0,0,58,0,0,0,0,0,2,16,0,0,15,8,1
K19,loc:1209,locality,loc:1209,1209,חרשים,1,1,177,129,128,1,אמת,51,42,9,0.398438,51,2,0,0,0,0,8,7,0,0,1,0,1,2,42,0,0,0,0,0,1,8,0,0,0,0,0,0,4,0,0,1,0,0
K19,loc:1210,locality,loc:1210,1210,כחל,1,1,274,197,197,0,אמת,65,41,24,0.329949,65,0,0,0,0,0,1,1,0,0,11,0,10,18,16,0,0,0,0,0,0,41,0,0,0,0,0,1,27,0,0,5,0,1
K19,loc:1211,locality,loc:1211,1211,קדרים,1,1,105,74,74,0,אמת,26,15,11,0.351351,26,0,0,0,0,0,1,0,0,0,0,0,1,4,14,0,0,2,0,0,0,15,0,0,0,0,0,2,8,0,1,0,0,0
K19,loc:1212,locality,loc:1212,1212,עמוקה,1,1,167,116,114,2,אמת,50,24,26,0.438596,50,0,0,0,0,0,1,2,0,0,5,0,0,8,24,0,0,1,0,0,0,13,0,0,0,0,0,0,6,0,0,2,1,1
K19,loc:1214,locality,loc:1214,1214,טפחות,1,1,224,183,183,0,טב,87,67,20,0.47541,2,2,0,0,0,0,0,0,0,0,87,0,1,67,0,1,0,6,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,13
K19,loc:1219,locality,loc:1219,1219,גורנות הגליל,1,1,153,80,78,2,אמת,13,13,0,0.166667,13,0,0,0,0,0,0,1,0,1,5,0,8,13,4,0,0,2,0,0,0,9,0,0,0,0,0,1,5,0,0,5,0,11
K19,loc:122,locality,loc:122,122,רמת ישי,8,8,5197,3952,3934,18,פה,960,870,90,0.244026,870,3,2,0,2,0,9,59,0,3,250,2,89,854,186,0,2,55,1,0,2,960,11,0,0,0,1,69,386,2,0,46,10,60
K19,loc:1220,locality,loc:1220,1220,אבירים,1,1,162,127,126,1,מרץ,32,27,5,0.253968,27,2,0,0,0,0,6,4,0,0,5,0,1,9,32,0,0,3,0,0,0,16,0,0,0,0,0,0,13,0,0,5,0,3
K19,loc:1221,locality,loc:1221,1221,צורית,1,1,564,452,451,1,אמת,139,133,6,0.308204,139,1,0,0,0,0,2,2,0,0,34,0,3,41,36,0,0,0,0,0,0,133,0,0,0,0,0,10,44,0,0,6,0,0
K19,loc:1222,locality,loc:1222,1222,"מצפה אבי""ב",1,1,549,423,422,1,אמת,134,110,24,0.317536,134,0,0,0,0,0,4,8,0,2,18,0,12,42,42,0,0,1,0,0,0,110,0,0,0,0,0,1,45,0,1,1,1,0
K19,loc:1223,locality,loc:1223,1223,שדי אברהם,1,1,198,143,142,1,אמת,37,29,8,0.260563,37,0,0,0,0,0,0,4,0,0,15,0,8,15,5,0,0,4,0,0,0,29,0,0,0,0,0,3,18,0,0,3,0,1
K19,loc:1224,locality,loc:1224,1224,כוכב יאיר,14,14,7668,5995,5976,19,פה,1445,1267,178,0.241801,1267,6,0,0,2,0,4,38,0,3,674,6,240,1080,467,0,0,57,1,0,1,1445,3,0,0,1,2,98,440,2,3,89,9,38
K19,loc:1226,locality,loc:1226,1226,יובלים,2,2,924,723,723,0,אמת,313,143,170,0.432918,313,0,1,0,0,0,2,9,0,1,16,0,4,50,92,0,0,2,0,0,0,143,0,0,0,0,0,9,76,0,1,3,1,0
K19,loc:1227,locality,loc:1227,1227,יתד,1,1,272,187,187,0,טב,80,31,49,0.427807,16,2,0,0,0,0,0,2,0,0,80,0,6,31,5,0,0,7,0,0,0,17,0,0,0,0,0,3,6,0,0,6,0,6
K19,loc:1228,locality,loc:1228,1228,רקפת,1,1,588,467,467,0,אמת,160,114,46,0.342612,160,0,0,0,0,0,0,2,0,0,19,0,10,50,65,0,0,0,0,0,0,114,0,0,0,0,0,2,41,0,0,3,1,0
K19,loc:1229,locality,loc:1229,1229,כלנית,1,1,164,122,122,0,מחל,47,45,2,0.385246,0,7,0,0,0,0,0,0,0,0,45,0,2,47,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,18
K19,loc:1230,locality,loc:1230,1230,לבנים,1,1,307,214,213,1,פה,45,39,6,0.211268,39,3,0,0,0,0,1,2,0,0,33,0,11,38,5,0,0,2,0,0,0,45,2,0,0,1,0,4,11,0,0,2,1,13
K19,loc:1231,locality,loc:1231,1231,פרי גן,1,1,130,92,92,0,מחל,25,14,11,0.271739,8,0,0,0,0,0,0,2,0,0,14,0,7,25,3,0,0,0,0,0,0,14,2,0,0,0,0,3,8,0,0,2,1,3
K19,loc:1232,locality,loc:1232,1232,יבול,1,1,258,199,198,1,טב,57,27,30,0.287879,27,0,0,0,0,0,0,16,0,0,57,0,3,17,13,0,0,21,0,0,0,22,2,0,0,0,0,2,9,0,0,0,0,9
K19,loc:1233,locality,loc:1233,1233,שקף,1,1,408,339,337,2,טב,140,47,93,0.41543,47,0,0,0,0,0,0,2,0,0,140,0,7,33,8,0,0,22,0,0,0,37,0,0,0,0,0,8,24,0,0,1,0,8
K19,loc:1235,locality,loc:1235,1235,שורשים,1,1,312,223,223,0,אמת,60,48,12,0.269058,60,0,0,0,0,0,2,1,0,0,10,0,3,30,35,0,0,0,0,0,0,48,0,0,0,0,0,7,23,0,1,2,0,1
K19,loc:1236,locality,loc:1236,1236,נירית,2,2,941,781,779,2,פה,270,188,82,0.346598,188,2,0,0,0,0,7,31,0,0,23,0,9,83,70,0,0,3,0,0,0,270,0,0,0,1,0,8,67,0,0,12,1,4
K19,loc:1237,locality,loc:1237,1237,תלמי יוסף,1,1,238,162,162,0,אמת,40,32,8,0.246914,40,0,0,0,0,0,0,10,0,0,11,0,3,14,17,0,0,3,0,0,0,32,2,0,0,0,0,3,18,0,0,8,0,1
K19,loc:1238,locality,loc:1238,1238,סופה,1,1,178,120,120,0,אמת,41,21,20,0.341667,41,0,0,0,0,0,0,2,0,0,10,2,1,15,12,0,0,1,0,0,0,21,0,0,0,0,0,0,10,1,0,2,0,2
K19,loc:1239,locality,loc:1239,1239,חולית,1,1,106,66,65,1,אמת,28,9,19,0.430769,28,0,0,0,0,0,0,4,0,0,9,0,3,7,8,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0
K19,loc:1240,locality,loc:1240,1240,עין הבשור,1,1,628,493,491,2,פה,120,101,19,0.244399,101,0,0,0,1,0,6,8,0,0,41,0,16,64,54,0,0,3,0,0,0,120,3,0,0,0,0,8,57,0,0,5,1,3
K19,loc:1241,locality,loc:1241,1241,דקל,1,1,260,168,168,0,פה,35,33,2,0.208333,33,0,0,0,0,0,0,7,0,1,23,1,8,33,2,0,0,0,0,0,0,35,0,0,0,0,0,0,16,0,0,4,2,3
K19,loc:1242,locality,loc:1242,1242,נתיב העשרה,1,1,578,458,458,0,אמת,79,77,2,0.172489,79,0,1,0,0,0,1,5,0,0,57,0,72,68,36,0,0,5,0,0,0,77,1,0,0,0,0,7,38,0,0,8,1,2
K19,loc:1243,locality,loc:1243,1243,קציר,4,4,1804,1255,1245,10,פה,282,275,7,0.226506,275,3,3,0,1,0,4,28,0,0,73,2,16,222,135,0,0,9,1,0,1,282,3,0,0,0,0,7,119,0,3,28,6,24
K19,loc:1244,locality,loc:1244,1244,תמרת,3,3,1212,942,941,1,אמת,350,210,140,0.371945,350,1,0,0,0,1,4,19,0,1,23,0,18,63,127,0,0,7,0,0,0,210,0,0,0,0,0,13,96,0,0,6,0,2
K19,loc:1245,locality,loc:1245,1245,סלמה,3,3,1736,785,769,16,עם,346,131,215,0.449935,9,0,70,0,0,1,27,1,0,0,13,0,26,131,2,0,0,1,0,346,1,1,1,0,0,0,0,33,9,0,0,0,0,97
K19,loc:1246,locality,loc:1246,1246,עראמשה*,2,2,881,240,234,6,אמת,68,50,18,0.290598,68,0,14,0,1,0,16,0,0,0,4,1,9,3,4,0,1,0,0,47,0,1,0,0,0,0,1,1,11,0,2,0,0,50
K19,loc:1247,locality,loc:1247,1247,חריש,1,1,578,403,399,4,מחל,87,80,7,0.218045,15,10,0,0,0,0,3,4,0,1,80,3,4,87,29,1,1,23,0,0,1,31,6,0,0,0,12,3,7,0,0,4,3,71
K19,loc:1249,locality,loc:1249,1249,הרדוף,1,1,317,257,256,1,מרץ,121,59,62,0.472656,59,0,1,0,0,0,14,11,0,0,0,0,2,4,121,0,1,0,0,0,0,24,0,0,0,0,0,1,10,1,5,2,0,0
K19,loc:1251,locality,loc:1251,1251,עין תמר,1,1,124,96,96,0,פה,27,20,7,0.28125,12,0,0,0,0,0,0,1,0,0,12,0,1,20,3,0,0,0,0,0,0,27,0,0,0,0,0,0,19,0,0,1,0,0
K19,loc:1252,locality,loc:1252,1252,כורזים,1,1,327,233,232,1,אמת,69,47,22,0.297414,69,0,0,0,0,0,1,4,0,0,23,0,5,26,29,0,0,4,0,0,0,47,1,0,0,0,0,5,15,0,1,2,0,0
K19,loc:1253,locality,loc:1253,1253,אמנון,1,1,236,151,149,2,מחל,34,33,1,0.228188,33,0,0,0,0,0,0,4,0,0,24,0,8,34,5,0,0,1,0,0,0,15,0,0,0,0,0,6,8,0,1,2,0,8
K19,loc:1254,locality,loc:1254,1254,נטף,1,1,316,234,233,1,מרץ,86,74,12,0.369099,74,0,0,0,0,0,8,2,0,0,5,0,3,10,86,0,0,1,0,0,0,16,0,0,0,0,0,8,17,0,2,1,0,0
K19,loc:1255,locality,loc:1255,1255,לוטן,1,1,119,73,72,1,אמת,26,22,4,0.361111,26,0,0,0,0,0,2,3,0,0,4,0,2,2,22,0,0,0,0,0,2,6,0,0,0,0,0,0,3,0,0,0,0,0
K19,loc:1256,locality,loc:1256,1256,אשרת,1,1,347,233,232,1,מחל,79,34,45,0.340517,23,0,0,0,0,0,0,0,0,0,34,0,4,79,6,0,1,7,1,0,0,27,15,0,0,0,0,5,23,0,0,3,1,3
K19,loc:1257,locality,loc:1257,1257,חנתון,1,1,357,277,277,0,אמת,73,58,15,0.263538,73,0,0,0,0,0,3,5,0,2,16,0,5,37,24,0,0,0,0,0,0,58,1,0,0,0,0,6,46,0,0,1,0,0
K19,loc:1258,locality,loc:1258,1258,מסד,1,1,380,261,259,2,אמת,118,41,77,0.455598,118,0,0,0,0,0,0,1,0,0,22,0,4,22,18,0,0,1,0,0,0,41,0,0,0,0,0,3,25,0,0,1,1,2
K19,loc:1259,locality,loc:1259,1259,נווה שלום,1,1,162,127,127,0,ו,42,41,1,0.330709,8,0,22,0,0,0,42,0,0,0,0,0,0,0,41,0,0,0,0,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0
K19,loc:126,locality,loc:126,126,שריד,2,2,722,518,514,4,מרץ,186,128,58,0.361868,128,0,0,0,0,0,1,5,0,1,6,0,5,32,186,0,0,2,0,0,0,99,0,0,0,1,0,3,42,0,0,2,0,1
K19,loc:1260,locality,loc:1260,1260,רתמים,1,1,162,137,136,1,טב,97,13,84,0.713235,11,0,0,0,4,0,0,0,0,0,97,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
K19,loc:1261,locality,loc:1261,1261,הר עמשא,1,1,109,81,81,0,טב,32,13,19,0.395062,13,0,0,0,0,0,0,9,0,0,32,1,1,2,6,0,0,5,0,0,0,4,3,0,0,0,0,0,0,0,1,1,2,1
K19,loc:1262,locality,loc:1262,1262,צוקים,1,1,107,93,92,1,אמת,27,20,7,0.293478,27,0,0,0,0,0,1,5,0,0,5,0,0,8,8,0,0,3,0,0,0,20,0,0,0,0,0,1,7,0,1,4,2,0
K19,loc:1263,locality,loc:1263,1263,כפר ורדים,7,7,4435,3321,3305,16,אמת,892,797,95,0.269894,892,8,0,0,3,0,22,53,0,4,146,1,58,423,459,0,2,18,0,0,0,797,2,0,0,0,4,47,305,1,0,31,8,21
K19,loc:1264,locality,loc:1264,1264,כרמי יוסף,3,3,1429,1112,1109,3,פה,309,235,74,0.278629,235,3,0,0,0,0,4,26,0,2,46,1,34,149,167,0,0,7,0,0,0,309,0,0,0,0,0,8,99,0,1,11,4,3
K19,loc:1265,locality,loc:1265,1265,שומרייה,1,1,288,252,252,0,טב,212,20,192,0.84127,0,1,0,0,0,0,0,0,0,0,212,0,3,8,0,0,0,20,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,3
K19,loc:1268,locality,loc:1268,1268,מיתר,9,9,5479,4184,4163,21,פה,896,856,40,0.215229,731,10,1,0,3,1,6,28,0,0,600,1,96,856,235,0,0,79,0,4,2,896,3,1,0,0,0,64,423,2,0,37,8,76
K19,loc:127,locality,loc:127,127,רמת רחל,1,1,320,246,245,1,אמת,69,58,11,0.281633,69,1,0,0,0,0,0,2,0,0,15,0,10,21,44,0,0,1,0,0,0,58,0,0,0,1,0,1,16,0,0,4,1,1
K19,loc:1271,locality,loc:1271,1271,להבים,8,8,4547,3498,3489,9,פה,901,713,188,0.25824,713,2,3,0,5,0,22,19,0,3,217,6,157,641,212,0,0,16,0,5,0,901,2,0,0,2,1,59,409,2,1,39,9,43
K19,loc:1272,locality,loc:1272,1272,חלוץ,1,1,287,197,196,1,אמת,58,49,9,0.295918,58,0,0,0,0,0,2,6,0,0,5,0,0,12,49,0,0,2,0,0,0,45,0,0,0,0,0,2,11,0,0,2,2,0
K19,loc:1274,locality,loc:1274,1274,גן נר,3,3,1731,1204,1199,5,מחל,326,290,36,0.271893,290,3,0,0,1,0,2,1,0,0,119,1,28,326,41,0,0,16,2,0,0,240,5,0,0,2,0,12,64,0,0,15,2,29
K19,loc:1275,locality,loc:1275,1275,אבטליון,1,1,190,147,146,1,אמת,53,25,28,0.363014,53,0,0,0,0,0,3,8,0,0,5,0,3,15,16,0,0,0,0,0,0,25,0,0,0,0,0,2,14,0,0,2,0,0
K19,loc:128,locality,loc:128,128,גת רימון,1,1,192,141,140,1,פה,38,37,1,0.271429,37,2,0,0,0,0,0,3,0,0,9,0,9,12,14,0,0,3,0,0,0,38,0,0,0,0,0,1,8,0,0,1,0,3
K19,loc:1280,locality,loc:1280,1280,ניצני סיני,1,1,245,188,188,0,אמת,35,35,0,0.18617,35,0,0,0,1,0,1,5,0,2,35,0,13,29,10,0,0,1,0,0,0,28,1,0,0,0,0,4,17,0,0,5,0,1
K19,loc:1282,locality,loc:1282,1282,מירב,1,1,253,206,206,0,טב,151,31,120,0.73301,6,0,0,0,0,0,0,0,0,0,151,0,0,31,0,0,0,7,0,0,0,5,0,0,0,1,0,0,3,0,0,0,0,2
K19,loc:1283,locality,loc:1283,1283,תל תאומים,1,1,269,178,177,1,מחל,75,44,31,0.423729,1,0,0,0,0,0,0,0,0,0,44,0,4,75,0,0,0,5,0,0,0,11,0,0,0,0,0,5,2,0,0,5,0,25
K19,loc:1284,locality,loc:1284,1284,נופית,3,3,1857,1523,1519,4,פה,522,370,152,0.343647,370,3,1,0,0,0,3,19,0,2,58,0,24,223,93,0,0,11,0,0,1,522,0,0,0,0,0,4,165,0,4,14,0,2
K19,loc:1285,locality,loc:1285,1285,כרכום,1,1,428,299,299,0,אמת,87,58,29,0.29097,87,2,0,0,0,0,1,3,0,0,27,0,19,39,15,0,0,4,0,0,0,58,0,0,0,0,0,6,26,0,0,3,3,6
K19,loc:1286,locality,loc:1286,1286,שגב-שלום,5,5,3323,1308,1281,27,עם,803,351,452,0.626854,3,1,351,1,2,1,4,0,0,0,4,3,3,5,3,0,0,4,0,803,0,1,0,1,0,2,0,5,18,6,8,3,3,46
K19,loc:1287,locality,loc:1287,1287,שני,1,1,305,188,187,1,מחל,58,39,19,0.31016,21,1,0,0,0,0,0,2,0,0,39,2,2,58,2,0,0,18,0,0,0,14,2,0,0,0,0,9,6,1,0,5,2,3
K19,loc:1288,locality,loc:1288,1288,גבעת אלה,3,3,1451,1103,1100,3,אמת,348,302,46,0.316364,348,0,0,0,1,0,1,15,0,4,29,0,24,101,127,0,0,5,0,0,0,302,0,0,0,0,0,10,120,0,1,7,0,5
K19,loc:1290,locality,loc:1290,1290,זמר,7,7,3814,2119,2085,34,עם,1038,617,421,0.497842,159,1,617,1,0,0,113,1,0,2,4,0,1,26,58,0,0,1,0,1038,1,2,1,1,0,0,0,9,5,4,5,0,0,35
K19,loc:1291,locality,loc:1291,1291,כמהין,1,1,201,104,104,0,אמת,24,19,5,0.230769,24,1,0,0,0,0,1,3,0,0,19,0,2,12,7,0,0,11,0,0,0,9,0,0,0,0,0,2,7,0,0,4,2,0
K19,loc:1292,locality,loc:1292,1292,ג'דיידה-מכר,17,17,11783,6384,6324,60,עם,2101,2016,85,0.332226,68,11,2016,2,4,3,1592,3,0,1,12,0,132,134,85,1,0,5,2,2101,5,11,3,2,0,5,2,25,21,7,10,7,6,48
K19,loc:1293,locality,loc:1293,1293,גבעת אבני,3,3,1565,1119,1117,2,מחל,275,188,87,0.246195,165,3,0,0,1,0,0,1,0,0,146,0,25,275,28,0,0,16,1,0,99,188,5,0,0,0,0,19,69,0,0,14,2,60
K19,loc:1294,locality,loc:1294,1294,אור הגנוז,1,1,161,104,102,2,שס,46,45,1,0.45098,0,45,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,46
K19,loc:1295,locality,loc:1295,1295,יאנוח-ג'ת,6,6,3748,2173,2164,9,מחל,923,322,601,0.426525,117,10,5,0,0,0,75,0,0,0,153,0,322,923,6,0,1,0,0,14,0,22,8,0,0,0,1,0,245,0,1,3,0,258
K19,loc:1296,locality,loc:1296,1296,כסרא-סמיע,8,8,4604,3443,3407,36,מחל,1144,458,686,0.335779,338,0,32,0,3,0,49,0,0,0,383,0,379,1144,9,1,0,0,1,29,0,458,0,0,0,1,1,1,187,0,0,2,2,387
K19,loc:1297,locality,loc:1297,1297,כפר חנניה,1,1,375,289,288,1,מחל,70,60,10,0.243056,38,2,0,0,0,0,2,4,0,1,60,0,6,70,15,0,0,5,0,0,0,45,4,0,0,0,0,2,21,0,0,0,1,12
K19,loc:13,locality,loc:13,13,חצבה,1,1,461,349,345,4,פה,82,57,25,0.237681,54,2,0,0,0,0,0,4,0,0,34,0,23,35,39,0,0,4,0,0,0,82,0,0,0,0,0,9,57,1,0,0,1,0
K19,loc:130,locality,loc:130,130,משמר העמק,2,2,873,666,664,2,אמת,274,213,61,0.412651,274,0,0,0,0,0,1,8,0,0,3,0,2,13,213,0,0,0,0,0,0,80,0,0,0,0,0,4,56,1,4,1,4,0
K19,loc:1303,locality,loc:1303,1303,חורה,8,8,5335,2021,1983,38,עם,1068,402,666,0.538578,164,0,402,0,1,3,27,1,0,1,13,0,2,25,37,1,3,6,0,1068,4,8,3,1,0,2,5,5,162,5,2,7,1,24
K19,loc:1304,locality,loc:1304,1304,שוהם,23,23,12989,10329,10295,34,פה,3058,2128,930,0.297037,1515,15,3,0,8,0,10,82,0,12,1357,0,244,2128,508,0,0,89,0,0,2,3058,10,2,0,3,0,225,703,1,7,92,16,205
K19,loc:1309,locality,loc:1309,1309,אלעד,27,27,16075,14367,14301,66,שס,6626,5124,1502,0.463324,33,5124,0,0,0,0,1,3,0,0,1083,0,1,239,2,0,0,360,0,1,0,29,704,0,0,2,7,71,6,0,1,6,2,6626
K19,loc:1310,locality,loc:1310,1310,לפיד,3,3,1578,1197,1194,3,פה,360,246,114,0.301508,246,3,0,0,1,0,3,12,0,0,72,0,17,232,102,0,0,6,1,0,0,360,5,0,0,0,0,24,84,0,0,13,5,8
K19,loc:1311,locality,loc:1311,1311,אבשלום,1,1,170,112,110,2,מחל,64,13,51,0.581818,7,1,0,1,0,0,0,0,0,0,4,5,0,64,2,0,0,0,0,0,0,4,0,0,0,0,0,0,13,0,0,4,2,3
K19,loc:1313,locality,loc:1313,1313,פורייה עילית,1,1,617,372,362,10,מחל,117,60,57,0.323204,49,1,0,0,0,0,1,3,0,0,35,0,16,117,20,0,0,7,0,0,0,60,0,0,0,0,0,12,27,1,0,5,0,8
K19,loc:1314,locality,loc:1314,1314,נווה זיו,1,1,368,285,283,2,פה,75,63,12,0.265018,46,0,0,0,0,0,1,5,0,0,31,0,10,63,13,0,0,1,0,0,1,75,0,0,0,0,0,6,20,0,0,1,0,10
K19,loc:1315,locality,loc:1315,1315,מתן,4,4,2126,1697,1687,10,פה,517,406,111,0.306461,406,2,0,0,3,0,4,19,0,3,62,0,28,273,143,0,0,5,0,0,0,517,2,0,0,0,0,16,167,1,1,14,5,16
K19,loc:1316,locality,loc:1316,1316,אל -עריאן,1,1,107,78,78,0,ד,36,16,20,0.461538,1,0,36,0,0,0,8,0,0,0,0,0,0,0,16,0,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,1,0
K19,loc:1317,locality,loc:1317,1317,דמיידה,1,1,254,132,126,6,ד,80,34,46,0.634921,1,0,80,0,0,0,4,0,0,0,1,0,2,0,0,0,0,0,0,34,0,0,0,0,0,0,0,1,1,0,2,0,0,0
K19,loc:1319,locality,loc:1319,1319,בת חפר,6,6,3428,2626,2611,15,פה,878,528,350,0.33627,528,11,0,0,0,0,5,41,0,4,157,0,121,357,145,0,2,19,1,0,0,878,9,0,0,2,0,29,204,2,7,41,5,43
K19,loc:132,locality,loc:132,132,כפר ברוך,1,1,293,231,231,0,פה,63,51,12,0.272727,51,1,0,0,0,0,0,5,0,0,8,0,9,50,7,0,0,2,0,0,0,63,2,0,0,0,0,4,20,0,0,3,2,4
K19,loc:1320,locality,loc:1320,1320,עין חוד,1,1,139,108,103,5,ד,58,34,24,0.563107,1,0,58,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,1,2,0,0,0,34
K19,loc:1321,locality,loc:1321,1321,ח'ואלד,1,1,232,102,99,3,עם,64,9,55,0.646465,2,0,2,0,0,0,5,0,0,0,0,0,0,5,2,0,0,0,0,64,0,4,0,0,0,0,0,0,6,0,0,0,0,9
K19,loc:1323,locality,loc:1323,1323,בת הדר,1,1,381,261,261,0,מחל,74,63,11,0.283525,28,1,0,0,0,0,1,6,0,0,17,0,6,74,6,0,0,8,0,0,0,63,0,0,0,0,0,2,33,0,0,2,1,13
K19,loc:1326,locality,loc:1326,1326,"בסמ""ה",9,9,5004,2781,2754,27,עם,979,727,252,0.355483,172,3,563,0,1,0,727,1,0,0,8,1,26,10,143,1,0,1,1,979,0,4,0,0,0,0,0,4,7,2,14,1,0,85
K19,loc:1327,locality,loc:1327,1327,מעלה עירון,15,15,7774,4009,3960,49,ד,1467,960,507,0.370455,68,3,1467,0,1,1,960,1,0,0,5,0,2,14,61,0,0,7,2,799,1,4,0,1,0,0,1,10,9,6,8,3,1,525
K19,loc:133,locality,loc:133,133,גבת,2,2,623,505,503,2,אמת,269,95,174,0.534791,269,0,0,0,0,0,1,13,0,0,10,0,20,14,50,0,0,0,0,0,1,95,0,0,0,0,0,1,22,0,0,3,4,0
K19,loc:1330,locality,loc:1330,1330,אחוזת ברק,2,2,1277,963,955,8,פה,274,236,38,0.286911,193,4,0,0,0,0,1,6,0,3,78,2,19,236,25,0,0,16,0,0,0,274,0,1,0,0,0,13,61,0,2,7,1,13
K19,loc:1331,locality,loc:1331,1331,כמאנה,2,2,845,446,432,14,ד,157,104,53,0.363426,11,0,157,2,0,0,22,0,0,0,1,0,2,5,2,0,0,0,0,99,0,1,1,1,0,0,1,18,1,1,1,1,1,104
