election,geography_id,geography_type,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ב,ג,ודעם,ז,זץ,ט,י,יז,ינ,יף,יק,יר,כ,כך,כן,ל,מחל,מרצ,נ,ני,נר,עם,פה,ףז,צי,צכ,צף,ץ,ק,קי,קך,קץ,ר,רנ,רף,רק,שס,ת
K24,loc:1174,locality,loc:1174,1174,מנוף,2,2,651,464,464,0,פה,158,88,70,0.340517,88,7,0,0,0,0,4,0,2,0,0,0,0,0,0,77,8,15,75,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
K24,loc:1175,locality,loc:1175,1175,עידן,1,1,310,174,174,0,כן,50,36,14,0.287356,36,10,0,0,0,0,2,0,1,0,0,0,0,0,0,50,5,15,21,0,0,0,0,29,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
K24,loc:1176,locality,loc:1176,1176,ספיר,1,1,349,198,197,1,פה,35,31,4,0.177665,23,21,2,0,0,0,15,0,2,0,0,0,0,0,0,20,12,31,7,0,0,0,0,35,0,0,0,0,0,0,0,0,0,15,0,0,0,1,13
K24,loc:1177,locality,loc:1177,1177,טללים,1,1,355,235,235,0,פה,61,46,15,0.259574,46,22,0,0,0,0,4,0,0,0,0,0,0,0,0,25,12,37,11,0,0,0,0,61,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15
K24,loc:1178,locality,loc:1178,1178,מורשת,2,2,1059,802,801,1,ב,318,308,10,0.397004,5,318,0,0,0,0,308,0,1,0,0,0,0,0,0,5,0,103,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,18,22
K24,loc:1179,locality,loc:1179,1179,קורנית,1,1,640,491,491,0,פה,150,98,52,0.305499,89,18,0,1,0,0,3,0,1,0,0,0,0,0,0,73,10,32,98,0,0,0,0,150,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15
K24,loc:1180,locality,loc:1180,1180,צביה,1,1,271,198,198,0,פה,58,47,11,0.292929,47,8,0,0,0,0,2,0,4,0,0,0,0,0,0,23,4,8,34,0,0,0,0,58,0,0,0,0,0,0,0,0,0,6,1,0,0,0,3
K24,loc:1181,locality,loc:1181,1181,טל-אל,2,2,961,714,709,5,פה,173,137,36,0.244006,72,46,0,1,0,0,22,0,18,0,0,0,0,0,0,91,42,137,42,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,5,60
K24,loc:1182,locality,loc:1182,1182,אלון הגליל,2,2,850,654,653,1,פה,167,160,7,0.255743,160,21,0,2,0,0,0,0,4,0,0,0,0,0,0,91,20,21,140,0,0,0,1,167,0,0,0,0,0,0,0,0,0,4,0,0,0,0,22
K24,loc:1183,locality,loc:1183,1183,כליל,1,1,496,379,378,1,אמת,151,122,29,0.399471,151,5,1,17,0,0,7,0,4,0,0,0,0,0,0,17,9,4,122,0,0,0,0,21,1,0,0,0,0,0,0,0,0,15,0,0,0,0,4
K24,loc:1184,locality,loc:1184,1184,מתת,1,1,174,114,114,0,אמת,32,29,3,0.280702,32,2,0,4,0,0,3,0,0,0,0,0,0,0,0,11,5,7,29,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
K24,loc:1185,locality,loc:1185,1185,פלך,1,1,104,88,88,0,אמת,38,35,3,0.431818,38,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,1,35,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K24,loc:1186,locality,loc:1186,1186,הושעיה,3,3,1424,1076,1073,3,ב,475,173,302,0.442684,30,475,2,0,0,0,127,0,2,0,0,0,0,0,0,61,1,173,7,0,0,0,0,95,0,0,0,0,0,0,1,0,0,4,0,0,0,14,81
K24,loc:1188,locality,loc:1188,1188,אשחר,1,1,641,494,494,0,ב,116,79,37,0.234818,79,116,1,1,0,0,19,0,1,0,0,0,0,0,0,42,12,52,51,0,0,0,0,71,0,0,0,0,0,0,0,0,0,1,0,0,0,1,47
K24,loc:1190,locality,loc:1190,1190,מצפה נטופה,2,2,665,494,490,4,ב,225,86,139,0.459184,18,225,2,1,0,0,86,0,3,0,0,0,0,0,0,19,2,52,5,0,0,0,0,12,0,1,0,0,0,0,0,0,0,8,0,0,0,5,51
K24,loc:1191,locality,loc:1191,1191,בר יוחאי,1,1,649,400,400,0,ט,156,103,53,0.39,1,66,16,0,0,0,156,0,3,0,0,0,0,0,0,2,1,103,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,41,3
K24,loc:1192,locality,loc:1192,1192,ערערה-בנגב,17,17,9100,4378,4353,25,עם,3841,347,3494,0.88238,2,0,0,347,0,1,0,1,1,1,1,0,0,0,1,1,1,69,36,2,1,0,3841,18,3,0,1,2,1,0,2,3,1,1,0,3,0,6,6
K24,loc:1195,locality,loc:1195,1195,ניצנה (קהילת חינוך),1,1,229,63,62,1,ל,10,9,1,0.16129,6,6,0,1,0,0,3,0,0,0,0,0,0,0,0,9,10,8,3,0,0,0,3,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
K24,loc:1197,locality,loc:1197,1197,נאות סמדר,1,1,262,160,160,0,אמת,55,41,14,0.34375,55,0,0,2,0,0,0,0,2,0,0,0,0,0,0,20,0,11,41,0,0,0,0,20,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6
K24,loc:1198,locality,loc:1198,1198,כרמים,1,1,219,177,177,0,אמת,55,38,17,0.310734,55,38,0,1,0,0,3,0,2,0,0,0,0,0,0,26,0,6,18,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
K24,loc:1199,locality,loc:1199,1199,עדי,3,3,1480,1131,1131,0,פה,373,179,194,0.329797,116,62,2,0,0,0,7,0,20,0,0,0,0,0,0,176,31,179,48,0,0,0,0,373,0,0,0,0,1,1,0,0,0,5,0,0,0,4,106
K24,loc:1200,locality,loc:1200,1200,מודיעין-מכבים-רעות*,119,119,65214,48856,48725,131,פה,11782,9876,1906,0.241806,4233,5881,191,38,1,4,1908,6,390,0,0,3,5,2,7,5170,1670,9876,2812,0,0,0,0,11782,10,2,1,0,0,1,2,0,3,172,22,5,0,806,3722
K24,loc:1201,locality,loc:1201,1201,כמון,1,1,565,436,436,0,אמת,117,108,9,0.268349,117,13,0,0,0,0,6,0,10,0,0,0,0,0,0,39,2,11,98,0,0,0,0,108,0,0,0,0,0,0,0,0,0,12,0,0,0,0,20
K24,loc:1202,locality,loc:1202,1202,מכמנים,1,1,382,277,277,0,פה,68,57,11,0.245487,57,12,0,0,0,0,1,0,6,0,0,0,0,0,0,32,15,30,40,0,0,0,0,68,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14
K24,loc:1203,locality,loc:1203,1203,הררית,1,1,380,290,289,1,אמת,103,65,38,0.356401,103,4,0,4,0,0,1,0,5,0,0,0,0,0,0,24,10,10,65,0,0,0,0,40,1,1,0,0,0,0,0,2,1,14,0,0,0,0,4
K24,loc:1204,locality,loc:1204,1204,גילון,2,2,930,688,688,0,פה,231,94,137,0.335756,94,42,0,1,0,0,1,0,16,0,0,0,0,0,1,89,33,61,60,0,0,0,0,231,0,0,0,0,0,0,0,0,0,5,0,0,0,0,54
K24,loc:1205,locality,loc:1205,1205,מנות,1,1,358,266,266,0,מחל,127,27,100,0.477444,11,27,0,0,0,0,10,0,4,0,0,0,0,0,0,24,1,127,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,9,27
K24,loc:1206,locality,loc:1206,1206,גיתה,1,1,206,140,139,1,אמת,28,27,1,0.201439,28,8,0,1,0,0,2,0,1,0,0,0,0,0,0,6,19,27,10,0,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8
K24,loc:1207,locality,loc:1207,1207,לבון,1,1,471,339,337,2,פה,101,65,36,0.299703,33,22,0,1,0,0,5,0,10,0,0,0,0,0,0,41,8,65,17,0,0,0,1,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32
K24,loc:1208,locality,loc:1208,1208,הילה,1,1,502,335,335,0,אמת,102,79,23,0.304478,102,7,0,1,0,0,6,0,5,0,0,0,0,0,0,33,3,22,56,0,0,0,0,79,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20
K24,loc:1209,locality,loc:1209,1209,חרשים,1,1,235,186,186,0,מרצ,86,49,37,0.462366,49,3,2,5,0,0,0,0,3,0,0,0,0,0,0,13,3,1,86,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
K24,loc:1210,locality,loc:1210,1210,כחל,1,1,356,262,262,0,פה,60,51,9,0.229008,40,25,1,1,0,0,3,0,2,0,0,0,0,1,0,51,11,20,20,0,0,0,0,60,0,0,0,0,0,0,0,0,0,2,0,0,0,3,22
K24,loc:1211,locality,loc:1211,1211,קדרים,1,1,195,141,141,0,אמת,40,34,6,0.283688,40,8,0,0,0,0,2,1,1,0,0,0,0,0,0,12,1,11,22,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
K24,loc:1212,locality,loc:1212,1212,עמוקה,1,1,147,103,102,1,אמת,28,22,6,0.27451,28,4,0,2,0,0,2,0,1,0,0,0,0,0,0,12,3,8,22,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K24,loc:1213,locality,loc:1213,1213,צבעון,1,1,177,150,150,0,אמת,43,39,4,0.286667,43,5,1,1,0,0,3,0,4,0,0,0,0,0,0,5,6,11,39,0,0,0,0,27,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
K24,loc:1214,locality,loc:1214,1214,טפחות,1,1,255,205,204,1,מחל,87,77,10,0.426471,0,17,2,0,0,0,77,0,0,0,0,0,0,0,0,3,1,87,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,3
K24,loc:1219,locality,loc:1219,1219,גורנות הגליל,1,1,176,109,107,2,מחל,41,16,25,0.383178,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,6,6,41,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10
K24,loc:122,locality,loc:122,122,רמת ישי,10,10,5835,4297,4284,13,פה,1179,971,208,0.27521,409,271,9,1,1,0,86,1,34,0,0,0,0,0,2,552,124,971,229,0,0,0,0,1179,0,0,0,0,0,0,0,0,0,15,0,1,0,53,346
K24,loc:1220,locality,loc:1220,1220,אבירים,1,1,221,151,150,1,אמת,47,31,16,0.313333,47,0,0,3,0,0,2,0,3,0,0,0,0,0,0,16,2,5,31,0,0,0,0,27,0,0,0,0,0,0,0,0,0,5,0,0,0,1,8
K24,loc:1221,locality,loc:1221,1221,צורית,2,2,732,555,555,0,פה,188,83,105,0.338739,62,30,0,0,0,0,6,0,6,0,0,0,0,0,0,83,27,46,60,0,0,0,0,188,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46
K24,loc:1222,locality,loc:1222,1222,"מצפה אבי""ב",2,2,741,582,580,2,פה,190,100,90,0.327586,100,35,0,1,0,0,2,0,4,0,0,0,0,0,0,85,9,45,60,0,0,0,0,190,0,0,0,0,0,0,0,0,0,4,1,0,0,3,41
K24,loc:1223,locality,loc:1223,1223,שדי אברהם,1,1,259,187,186,1,פה,36,35,1,0.193548,27,21,1,1,0,0,2,0,5,0,0,0,0,0,0,35,13,25,8,0,0,0,0,36,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10
K24,loc:1224,locality,loc:1224,1224,כוכב יאיר,14,14,7746,5833,5824,9,פה,1692,784,908,0.290522,784,558,8,5,0,0,141,2,41,0,0,0,0,1,1,721,226,772,482,0,0,0,3,1692,1,1,0,0,0,0,0,0,0,21,2,0,0,19,343
K24,loc:1226,locality,loc:1226,1226,יובלים,2,2,1012,785,785,0,פה,258,174,84,0.328662,174,23,1,3,0,0,6,0,7,0,0,0,0,0,0,86,27,31,138,0,0,0,0,258,2,0,0,0,0,0,0,0,0,5,0,0,0,0,24
K24,loc:1227,locality,loc:1227,1227,יתד,1,1,356,267,267,0,מחל,88,42,46,0.329588,17,31,0,0,0,0,19,0,2,0,0,0,0,0,0,27,6,88,9,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22
K24,loc:1228,locality,loc:1228,1228,רקפת,2,2,801,577,577,0,פה,204,111,93,0.353553,111,28,0,0,0,0,3,0,10,0,0,0,0,0,0,57,17,39,65,0,0,0,1,204,0,0,0,0,0,0,0,0,0,7,1,0,0,1,33
K24,loc:1229,locality,loc:1229,1229,כלנית,1,1,190,139,139,0,מחל,90,19,71,0.647482,0,5,2,0,0,0,19,0,0,0,0,0,0,0,2,0,0,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
K24,loc:1230,locality,loc:1230,1230,לבנים,1,1,329,239,239,0,מחל,70,53,17,0.292887,31,10,2,1,0,0,10,2,5,0,0,0,0,0,0,20,8,70,6,0,0,0,0,53,0,0,0,0,0,0,0,0,0,1,0,0,0,2,18
K24,loc:1231,locality,loc:1231,1231,פרי גן,1,1,168,96,96,0,מחל,38,15,23,0.395833,9,15,0,0,0,0,2,0,1,0,0,0,0,0,0,8,1,38,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7
K24,loc:1232,locality,loc:1232,1232,יבול,1,1,214,165,164,1,פה,36,27,9,0.219512,26,4,0,0,0,0,15,0,3,0,0,0,0,0,0,27,6,20,15,0,0,0,0,36,0,0,0,0,0,0,0,0,0,1,1,0,0,2,8
K24,loc:1233,locality,loc:1233,1233,שקף,1,1,301,252,252,0,כן,61,48,13,0.242063,48,20,0,0,0,1,3,0,1,0,0,0,0,0,0,61,5,29,31,0,0,0,0,34,0,0,0,0,0,0,0,0,0,1,0,0,0,1,17
K24,loc:1235,locality,loc:1235,1235,שורשים,1,1,423,290,290,0,פה,81,60,21,0.27931,60,19,0,3,0,1,1,0,1,0,0,0,0,0,0,38,7,32,21,0,0,0,0,81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25
K24,loc:1236,locality,loc:1236,1236,נירית,2,2,851,656,655,1,פה,221,118,103,0.337405,118,24,0,0,0,0,2,0,25,0,0,0,0,0,0,102,17,43,69,0,0,0,1,221,0,0,0,0,0,0,0,0,0,1,0,0,0,1,31
K24,loc:1237,locality,loc:1237,1237,תלמי יוסף,1,1,271,165,165,0,פה,33,32,1,0.2,30,12,0,0,0,0,4,0,3,0,0,0,0,0,0,17,5,32,18,0,0,0,0,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10
K24,loc:1238,locality,loc:1238,1238,סופה,1,1,187,115,115,0,פה,27,18,9,0.234783,18,10,0,0,0,0,1,0,1,0,0,0,0,0,0,17,6,7,14,0,0,0,0,27,0,0,0,0,1,0,0,0,0,0,0,0,0,2,11
K24,loc:1239,locality,loc:1239,1239,חולית,1,1,137,92,91,1,אמת,24,21,3,0.263736,24,9,0,1,1,0,2,0,1,0,0,0,0,0,0,7,3,7,9,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
K24,loc:1240,locality,loc:1240,1240,עין הבשור,2,2,727,537,536,1,פה,169,67,102,0.315299,66,54,0,0,1,1,12,0,3,0,0,0,0,0,0,67,13,62,42,0,0,0,0,169,0,0,0,0,0,0,0,1,0,8,0,0,0,3,34
K24,loc:1241,locality,loc:1241,1241,דקל,1,1,277,187,187,0,פה,42,38,4,0.224599,25,12,0,0,0,0,3,0,4,0,0,0,0,0,0,26,10,38,8,0,0,0,0,42,0,0,0,0,0,0,0,0,0,2,1,0,0,0,16
K24,loc:1242,locality,loc:1242,1242,נתיב העשרה,2,2,706,546,546,0,פה,126,118,8,0.230769,51,49,1,0,0,0,11,0,10,0,0,0,0,0,0,92,13,118,24,0,0,0,0,126,0,0,0,0,0,0,0,0,0,4,2,0,0,3,42
K24,loc:1243,locality,loc:1243,1243,קציר,4,4,2270,1527,1522,5,פה,377,271,106,0.2477,271,69,2,22,0,0,13,0,23,0,0,0,0,0,0,145,92,239,165,0,0,0,3,377,3,1,0,0,0,0,0,0,1,13,3,0,0,10,70
K24,loc:1244,locality,loc:1244,1244,תמרת,2,2,1162,907,906,1,פה,288,169,119,0.317881,169,11,1,3,0,0,7,0,15,0,0,0,0,0,0,136,23,55,155,0,0,0,0,288,0,0,0,0,0,0,0,0,0,4,1,0,0,2,36
K24,loc:1245,locality,loc:1245,1245,סלמה,4,4,2335,1071,1065,6,עם,736,179,557,0.69108,2,4,0,179,0,0,2,0,1,0,0,0,0,0,1,7,3,75,3,0,0,0,736,15,0,1,0,0,1,1,1,0,1,0,0,1,0,3,28
K24,loc:1246,locality,loc:1246,1246,עראמשה*,2,2,1061,362,358,4,מחל,143,79,64,0.399441,16,0,0,79,0,0,0,0,3,0,1,0,0,0,0,2,1,143,23,0,0,0,74,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
K24,loc:1247,locality,loc:1247,1247,חריש,18,18,10902,7402,7358,44,מחל,1560,1032,528,0.212014,331,918,184,20,0,1,932,2,100,1,2,0,0,0,0,304,493,1560,185,0,1,0,3,833,1,1,0,1,0,1,0,0,2,70,0,1,0,1032,379
K24,loc:1248,locality,loc:1248,1248,אליפז,1,1,117,69,69,0,פה,27,12,15,0.391304,12,4,0,0,0,0,0,0,0,0,0,0,0,1,0,11,1,6,6,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K24,loc:1249,locality,loc:1249,1249,הרדוף,1,1,423,325,322,3,מרצ,130,106,24,0.403727,106,4,0,5,0,0,1,0,7,0,0,0,0,0,0,15,3,4,130,0,0,0,0,34,0,0,0,0,1,0,0,0,0,9,0,0,0,0,3
K24,loc:1251,locality,loc:1251,1251,עין תמר,1,1,148,96,95,1,פה,28,21,7,0.294737,5,10,0,0,0,0,3,0,0,0,0,0,0,0,0,21,1,20,2,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
K24,loc:1252,locality,loc:1252,1252,כורזים,1,1,338,218,218,0,אמת,41,33,8,0.188073,41,14,2,1,0,0,9,0,3,0,0,0,0,0,0,33,4,24,32,0,0,0,0,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25
K24,loc:1253,locality,loc:1253,1253,אמנון,1,1,337,220,219,1,מחל,63,38,25,0.287671,17,38,1,0,0,0,9,0,4,0,0,0,0,0,0,27,8,63,6,0,0,0,0,26,0,0,0,0,0,0,0,0,0,2,0,0,0,1,17
K24,loc:1254,locality,loc:1254,1254,נטף,1,1,359,275,275,0,אמת,103,89,14,0.374545,103,5,0,5,0,0,1,0,2,0,0,0,0,0,1,30,1,1,89,1,0,0,0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
K24,loc:1255,locality,loc:1255,1255,לוטן,1,1,166,97,97,0,אמת,31,22,9,0.319588,31,3,0,1,0,1,0,0,1,0,0,0,0,0,0,3,7,5,21,0,0,0,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
K24,loc:1256,locality,loc:1256,1256,אשרת,1,1,443,332,331,1,מחל,155,36,119,0.468278,19,36,3,0,0,1,14,0,0,0,0,0,0,0,0,18,16,155,6,0,0,0,0,30,0,0,0,0,0,0,0,0,0,1,0,1,0,12,19
K24,loc:1257,locality,loc:1257,1257,חנתון,1,1,539,403,402,1,פה,111,74,37,0.276119,74,38,0,3,0,0,6,0,1,0,0,0,0,0,0,37,8,51,42,0,0,0,0,111,0,1,0,0,0,0,0,0,0,1,0,0,0,1,28
K24,loc:1258,locality,loc:1258,1258,מסד,1,1,384,286,286,0,אמת,70,57,13,0.244755,70,13,0,0,0,1,7,0,8,0,0,0,0,0,0,47,10,22,25,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24
K24,loc:1259,locality,loc:1259,1259,נווה שלום,1,1,230,178,178,0,ודעם,90,63,27,0.505618,15,0,0,90,0,0,0,0,0,0,0,0,0,0,0,2,0,0,63,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
K24,loc:126,locality,loc:126,126,שריד,2,2,764,534,534,0,מרצ,172,116,56,0.322097,107,7,1,1,0,0,0,0,7,0,0,0,0,0,0,58,23,29,172,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11
K24,loc:1260,locality,loc:1260,1260,רתמים,1,1,264,224,224,0,ב,110,35,75,0.491071,15,110,1,0,0,0,35,0,2,0,0,0,0,0,0,22,0,20,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
K24,loc:1261,locality,loc:1261,1261,הר עמשא,1,1,120,89,89,0,אמת,20,17,3,0.224719,20,0,0,0,0,0,2,0,1,0,0,2,0,0,0,10,2,8,17,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8
K24,loc:1262,locality,loc:1262,1262,צוקים,1,1,203,135,135,0,אמת,40,26,14,0.296296,40,3,0,0,0,0,4,0,2,0,0,0,0,0,0,17,3,7,25,0,0,0,1,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
K24,loc:1263,locality,loc:1263,1263,כפר ורדים,8,8,4708,3259,3248,11,פה,839,506,333,0.258313,506,133,1,41,0,0,48,0,61,0,0,2,0,0,1,380,119,392,400,0,0,0,0,839,2,0,0,0,0,0,0,0,0,22,0,0,0,6,295
K24,loc:1264,locality,loc:1264,1264,כרמי יוסף,3,3,1415,1102,1102,0,פה,327,166,161,0.296733,160,37,5,1,0,1,15,0,5,0,0,0,0,0,0,159,43,124,166,0,1,0,0,327,0,0,0,0,0,0,0,0,0,5,0,0,0,2,51
K24,loc:1265,locality,loc:1265,1265,שומרייה,1,1,346,262,261,1,ט,232,14,218,0.888889,0,14,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
K24,loc:1266,locality,loc:1266,1266,שחרות,1,1,139,82,82,0,אמת,21,19,2,0.256098,21,0,0,0,1,0,0,0,2,0,0,0,0,0,0,6,3,6,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
K24,loc:1268,locality,loc:1268,1268,מיתר,14,14,7551,5523,5512,11,מחל,1252,1131,121,0.227141,461,777,8,21,0,0,314,0,48,0,0,0,0,0,3,657,123,1252,238,0,0,0,14,1131,0,1,0,0,1,0,1,0,0,19,2,0,0,62,379
K24,loc:127,locality,loc:127,127,רמת רחל,1,1,356,288,288,0,אמת,68,57,11,0.236111,68,9,0,1,0,0,2,0,0,0,0,0,0,0,0,56,12,24,50,0,0,0,0,57,0,0,0,0,0,0,0,0,0,2,0,0,0,4,3
K24,loc:1271,locality,loc:1271,1271,להבים,9,9,5160,3785,3781,4,פה,893,788,105,0.236181,362,298,3,33,0,0,74,0,31,0,0,0,0,0,1,585,97,788,290,0,0,0,25,893,3,0,0,0,0,0,0,0,0,4,0,0,0,18,276
K24,loc:1272,locality,loc:1272,1272,חלוץ,1,1,426,294,291,3,פה,83,69,14,0.285223,69,10,0,1,0,0,2,0,8,0,0,0,0,0,0,23,5,11,63,0,0,0,0,83,0,0,0,0,0,0,0,0,0,1,0,0,0,2,13
K24,loc:1274,locality,loc:1274,1274,גן נר,4,4,2152,1479,1473,6,מחל,516,310,206,0.350305,114,116,0,2,0,0,37,0,15,0,0,1,0,0,0,136,52,516,49,0,0,0,0,310,0,0,1,0,0,0,0,0,0,4,0,0,0,27,93
K24,loc:1275,locality,loc:1275,1275,אבטליון,1,1,316,231,231,0,פה,74,48,26,0.320346,48,11,0,2,0,0,1,0,5,0,0,0,0,0,0,15,7,17,40,0,0,0,0,74,0,0,0,0,0,1,0,0,0,6,0,0,0,0,4
K24,loc:1278,locality,loc:1278,1278,באר מילכה,1,1,101,90,89,1,אמת,23,20,3,0.258427,23,5,0,0,0,0,2,0,1,0,0,0,0,0,0,20,1,12,15,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
K24,loc:128,locality,loc:128,128,גת רימון,1,1,205,157,157,0,פה,42,31,11,0.267516,20,8,0,0,0,0,4,0,4,0,0,0,0,0,0,22,6,31,13,0,0,0,0,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
K24,loc:1280,locality,loc:1280,1280,ניצני סיני,1,1,214,148,148,0,פה,28,26,2,0.189189,17,26,0,0,0,0,4,0,2,0,0,0,0,0,0,26,3,21,5,0,0,0,0,28,0,0,0,0,0,0,0,0,0,1,0,0,0,1,14
K24,loc:1282,locality,loc:1282,1282,מירב,1,1,430,327,327,0,ב,151,86,65,0.461774,5,151,0,0,0,0,86,1,0,0,0,0,0,0,0,12,0,45,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,2,9
K24,loc:1283,locality,loc:1283,1283,תל תאומים,1,1,343,240,240,0,מחל,129,44,85,0.5375,0,44,1,0,0,0,18,0,5,0,0,0,0,0,0,7,0,129,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,20,10
K24,loc:1284,locality,loc:1284,1284,נופית,4,4,2016,1516,1513,3,פה,592,224,368,0.391276,174,82,2,0,0,0,16,0,8,1,0,0,0,0,0,224,50,146,110,0,0,0,1,592,0,0,0,0,0,0,0,0,0,5,0,0,0,3,99
K24,loc:1285,locality,loc:1285,1285,כרכום,1,1,460,307,303,4,מחל,56,55,1,0.184818,48,13,0,0,0,0,0,0,6,0,0,0,0,0,0,55,11,56,31,1,0,0,0,52,0,0,0,0,0,0,0,0,0,4,1,0,0,2,23
K24,loc:1286,locality,loc:1286,1286,שגב-שלום,11,11,5507,2717,2693,24,עם,2333,215,2118,0.86632,3,2,25,215,0,1,0,1,0,0,0,1,1,0,3,1,0,24,6,0,0,1,2333,9,1,1,1,3,0,0,0,3,5,0,1,0,0,52,0
K24,loc:1287,locality,loc:1287,1287,שני,1,1,366,240,237,3,מחל,60,41,19,0.253165,15,22,0,0,0,0,10,0,5,0,0,0,0,0,0,16,27,60,8,0,0,0,0,41,1,0,1,0,0,0,0,0,0,2,0,0,0,1,28
K24,loc:1288,locality,loc:1288,1288,גבעת אלה,3,3,1600,1208,1204,4,פה,442,223,219,0.36711,223,32,1,1,0,0,6,0,14,0,0,0,0,0,0,148,31,86,160,0,0,0,0,442,0,0,0,0,0,0,0,0,0,7,0,0,0,3,50
K24,loc:1290,locality,loc:1290,1290,זמר,12,12,4864,1915,1885,30,ודעם,981,726,255,0.520424,9,0,0,981,0,0,0,0,3,0,1,0,0,1,1,2,1,43,95,0,0,0,726,17,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0
K24,loc:1291,locality,loc:1291,1291,כמהין,1,1,143,95,94,1,אמת,23,15,8,0.244681,23,15,0,0,0,0,3,0,2,0,0,0,0,0,0,12,4,8,11,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
K24,loc:1292,locality,loc:1292,1292,ג'דיידה-מכר,26,26,14820,6162,6121,41,ודעם,4076,1548,2528,0.665904,21,1,3,4076,0,1,1,2,4,5,0,0,0,0,3,9,3,159,189,0,0,0,1548,55,1,2,2,3,1,2,1,4,1,2,0,0,0,15,7
K24,loc:1293,locality,loc:1293,1293,גבעת אבני,3,3,1699,1164,1163,1,מחל,413,199,214,0.355116,39,90,3,0,0,0,43,0,15,0,3,0,0,0,0,128,37,413,37,1,0,0,0,199,1,0,0,0,0,0,0,0,0,4,1,0,0,56,93
K24,loc:1294,locality,loc:1294,1294,אור הגנוז,1,1,296,162,161,1,ג,72,50,22,0.447205,0,5,72,0,0,0,29,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,50,0
